Equipo,Puntos
SAN FERNANDO BLANCO,25502.857968750002
INDEPENDIENTE DE BURZACO,25090.69265625
CLUB EL FOGON,25060.331250000003
RACING ANEXO,24817.669687500005
COLEGIALES NEGRO,24192.576562500002
SOCIAL LANUS,23573.995312500003
CLUB  ATLETICO Y PROGRESO DE BRANDSEN,23391.541406250002
PEDRO ECHAGUE AMARILLO,23326.338750000003
DEP. MORON ROJO,22724.648437500004
BANCO PROVINCIA B,22612.975781250003
IMPERIO NEGRO,22370.428125000002
JOSE HERNANDEZ B,21799.09875
CLUB ATLETICO PAMPERO,21454.597500000003
LAS HERAS B,19427.67328125
SAN MIGUEL BLANCO,19363.443750000002
A.F.A.L.P. B,19068.674531250002
PINOCHO VERDE,18943.71328125
NAUTICO BUCHARDO B,17870.994843750002
CIRCULO URQUIZA BLANCO,17605.125
CLUB 12 DE OCTUBRE,16430.870625000003
TALLERES,15960.417187500001
DEPORTIVO CROVARA B,15180.03984375
ITALIANO DE JOSE C PAZ,15008.51953125
ALL BOYS NEGRO,14484.009375000001
"ESTUDIANTIL PORTEÑO ""C""",14009.04140625
CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS,13879.448437500001
NUEVA CHICAGO,11447.3671875
HURACAN DE SAN JUSTO BLANCO,10733.934375
LIBRE,456.66562500000003
