local,visitante,BP_LOCAL,BP_VISITA,peso_anio,peso_nivel,peso_fase,peso_ronda,LocalSuma,VisitaSuma
CAZA Y PESCA B,PLATENSE BLANCO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
PLATENSE BLANCO,SAN FERNANDO BLANCO,300.0,700.0,0.25,1.0,1,1,75.0,175.0
CLUB TRES DE FEBRERO AZUL,CAZA Y PESCA B,350.0,650.0,0.25,1.0,1,1,87.5,162.5
FLORIDA CLUB,NAUTICO HACOAJ AZUL,700.0,300.0,0.25,1.0,1,1,175.0,75.0
PINOCHO BLANCO,ARQUITECTURA NEGRO,350.0,650.0,0.25,1.25,1,1,109.375,203.125
PEDRO ECHAGUE AZUL,IMPERIO BLANCO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
FERROCARRIL OESTE A,SAN LORENZO AZUL,700.0,300.0,0.25,1.25,1,1,218.75,93.75
FERROCARRIL OESTE A,PINOCHO BLANCO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
SAN LORENZO AZUL,PEDRO ECHAGUE AZUL,700.0,300.0,0.25,1.25,1,1,218.75,93.75
IMPERIO BLANCO,ARQUITECTURA NEGRO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
PINOCHO BLANCO,IMPERIO BLANCO,650.0,350.0,0.25,1.25,1,1,203.125,109.375
ARQUITECTURA NEGRO,SAN LORENZO AZUL,250.0,750.0,0.25,1.25,1,1,78.125,234.375
PEDRO ECHAGUE AZUL,FERROCARRIL OESTE A,300.0,700.0,0.25,1.25,1,1,93.75,218.75
PEDRO ECHAGUE AZUL,PINOCHO BLANCO,700.0,300.0,0.25,1.25,1,1,218.75,93.75
FERROCARRIL OESTE A,ARQUITECTURA NEGRO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
SAN LORENZO AZUL,IMPERIO BLANCO,700.0,300.0,0.25,1.25,1,1,218.75,93.75
PINOCHO BLANCO,SAN LORENZO AZUL,650.0,350.0,0.25,1.25,1,1,203.125,109.375
IMPERIO BLANCO,FERROCARRIL OESTE A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
ARQUITECTURA NEGRO,PEDRO ECHAGUE AZUL,350.0,650.0,0.25,1.25,1,1,109.375,203.125
ARQUITECTURA NEGRO,PINOCHO BLANCO,250.0,750.0,0.25,1.25,1,1,78.125,234.375
IMPERIO BLANCO,PEDRO ECHAGUE AZUL,350.0,650.0,0.25,1.25,1,1,109.375,203.125
SAN LORENZO AZUL,FERROCARRIL OESTE A,650.0,350.0,0.25,1.25,1,1,203.125,109.375
PINOCHO BLANCO,FERROCARRIL OESTE A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
PEDRO ECHAGUE AZUL,SAN LORENZO AZUL,300.0,700.0,0.25,1.25,1,1,93.75,218.75
ARQUITECTURA NEGRO,IMPERIO BLANCO,300.0,700.0,0.25,1.25,1,1,93.75,218.75
IMPERIO BLANCO,PINOCHO BLANCO,300.0,700.0,0.25,1.25,1,1,93.75,218.75
SAN LORENZO AZUL,ARQUITECTURA NEGRO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
FERROCARRIL OESTE A,PEDRO ECHAGUE AZUL,750.0,250.0,0.25,1.25,1,1,234.375,78.125
PINOCHO BLANCO,PEDRO ECHAGUE AZUL,250.0,750.0,0.25,1.25,1,1,78.125,234.375
ARQUITECTURA NEGRO,FERROCARRIL OESTE A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
IMPERIO BLANCO,SAN LORENZO AZUL,300.0,700.0,0.25,1.25,1,1,93.75,218.75
SAN LORENZO AZUL,PINOCHO BLANCO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
FERROCARRIL OESTE A,IMPERIO BLANCO,700.0,300.0,0.25,1.25,1,1,218.75,93.75
PEDRO ECHAGUE AZUL,ARQUITECTURA NEGRO,650.0,350.0,0.25,1.25,1,1,203.125,109.375
"DEPORTIVO CROVARA  ""A""",VILLA MITRE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
VELEZ SARSFIELD BLANCO,OBRAS CENTRO,350.0,650.0,0.25,1.25,1,1,109.375,203.125
COLEGIALES BLANCO,GEVP BLANCO,350.0,650.0,0.25,1.25,1,1,109.375,203.125
COLEGIALES BLANCO,"DEPORTIVO CROVARA  ""A""",650.0,350.0,0.25,1.25,1,1,203.125,109.375
GEVP BLANCO,VELEZ SARSFIELD BLANCO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
OBRAS CENTRO,VILLA MITRE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
"DEPORTIVO CROVARA  ""A""",OBRAS CENTRO,350.0,650.0,0.25,1.25,1,1,109.375,203.125
VILLA MITRE,GEVP BLANCO,350.0,650.0,0.25,1.25,1,1,109.375,203.125
VELEZ SARSFIELD BLANCO,COLEGIALES BLANCO,650.0,350.0,0.25,1.25,1,1,203.125,109.375
VELEZ SARSFIELD BLANCO,"DEPORTIVO CROVARA  ""A""",700.0,300.0,0.25,1.25,1,1,218.75,93.75
COLEGIALES BLANCO,VILLA MITRE,700.0,300.0,0.25,1.25,1,1,218.75,93.75
GEVP BLANCO,OBRAS CENTRO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
"DEPORTIVO CROVARA  ""A""",GEVP BLANCO,250.0,750.0,0.25,1.25,1,1,78.125,234.375
OBRAS CENTRO,COLEGIALES BLANCO,700.0,300.0,0.25,1.25,1,1,218.75,93.75
VILLA MITRE,VELEZ SARSFIELD BLANCO,650.0,350.0,0.25,1.25,1,1,203.125,109.375
VILLA MITRE,"DEPORTIVO CROVARA  ""A""",650.0,350.0,0.25,1.25,1,1,203.125,109.375
OBRAS CENTRO,VELEZ SARSFIELD BLANCO,300.0,700.0,0.25,1.25,1,1,93.75,218.75
GEVP BLANCO,COLEGIALES BLANCO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
"DEPORTIVO CROVARA  ""A""",COLEGIALES BLANCO,350.0,650.0,0.25,1.25,1,1,109.375,203.125
VELEZ SARSFIELD BLANCO,GEVP BLANCO,300.0,700.0,0.25,1.25,1,1,93.75,218.75
VILLA MITRE,OBRAS CENTRO,650.0,350.0,0.25,1.25,1,1,203.125,109.375
OBRAS CENTRO,"DEPORTIVO CROVARA  ""A""",750.0,250.0,0.25,1.25,1,1,234.375,78.125
GEVP BLANCO,VILLA MITRE,700.0,300.0,0.25,1.25,1,1,218.75,93.75
COLEGIALES BLANCO,VELEZ SARSFIELD BLANCO,650.0,350.0,0.25,1.25,1,1,203.125,109.375
"DEPORTIVO CROVARA  ""A""",VELEZ SARSFIELD BLANCO,650.0,350.0,0.25,1.25,1,1,203.125,109.375
VILLA MITRE,COLEGIALES BLANCO,650.0,350.0,0.25,1.25,1,1,203.125,109.375
OBRAS CENTRO,GEVP BLANCO,250.0,750.0,0.25,1.25,1,1,78.125,234.375
GEVP BLANCO,"DEPORTIVO CROVARA  ""A""",750.0,250.0,0.25,1.25,1,1,234.375,78.125
COLEGIALES BLANCO,OBRAS CENTRO,750.0,250.0,0.25,1.25,1,1,234.375,78.125
VELEZ SARSFIELD BLANCO,VILLA MITRE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
COMUNICACIONES,MACABI,650.0,350.0,0.25,1.0,1,1,162.5,87.5
JOSE HERNANDEZ A,PEDRO ECHAGUE AMARILLO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
ITALIANO,ARMENIA,750.0,250.0,0.25,1.0,1,1,187.5,62.5
ITALIANO,COMUNICACIONES,750.0,250.0,0.25,1.0,1,1,187.5,62.5
ARMENIA,JOSE HERNANDEZ A,250.0,750.0,0.25,1.0,1,1,62.5,187.5
PEDRO ECHAGUE AMARILLO,MACABI,350.0,650.0,0.25,1.0,1,1,87.5,162.5
COMUNICACIONES,PEDRO ECHAGUE AMARILLO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
MACABI,ARMENIA,750.0,250.0,0.25,1.0,1,1,187.5,62.5
JOSE HERNANDEZ A,ITALIANO,350.0,650.0,0.25,1.0,1,1,87.5,162.5
JOSE HERNANDEZ A,COMUNICACIONES,750.0,250.0,0.25,1.0,1,1,187.5,62.5
ITALIANO,MACABI,750.0,250.0,0.25,1.0,1,1,187.5,62.5
ARMENIA,PEDRO ECHAGUE AMARILLO,650.0,350.0,0.25,1.0,1,1,162.5,87.5
COMUNICACIONES,ARMENIA,750.0,250.0,0.25,1.0,1,1,187.5,62.5
PEDRO ECHAGUE AMARILLO,ITALIANO,300.0,700.0,0.25,1.0,1,1,75.0,175.0
MACABI,JOSE HERNANDEZ A,650.0,350.0,0.25,1.0,1,1,162.5,87.5
MACABI,COMUNICACIONES,350.0,650.0,0.25,1.0,1,1,87.5,162.5
PEDRO ECHAGUE AMARILLO,JOSE HERNANDEZ A,300.0,700.0,0.25,1.0,1,1,75.0,175.0
ARMENIA,ITALIANO,250.0,750.0,0.25,1.0,1,1,62.5,187.5
COMUNICACIONES,ITALIANO,300.0,700.0,0.25,1.0,1,1,75.0,175.0
JOSE HERNANDEZ A,ARMENIA,750.0,250.0,0.25,1.0,1,1,187.5,62.5
MACABI,PEDRO ECHAGUE AMARILLO,650.0,350.0,0.25,1.0,1,1,162.5,87.5
PEDRO ECHAGUE AMARILLO,COMUNICACIONES,250.0,750.0,0.25,1.0,1,1,62.5,187.5
ARMENIA,MACABI,250.0,750.0,0.25,1.0,1,1,62.5,187.5
ITALIANO,JOSE HERNANDEZ A,750.0,250.0,0.25,1.0,1,1,187.5,62.5
COMUNICACIONES,JOSE HERNANDEZ A,300.0,700.0,0.25,1.0,1,1,75.0,175.0
MACABI,ITALIANO,300.0,700.0,0.25,1.0,1,1,75.0,175.0
PEDRO ECHAGUE AMARILLO,ARMENIA,700.0,300.0,0.25,1.0,1,1,175.0,75.0
ARMENIA,COMUNICACIONES,250.0,750.0,0.25,1.0,1,1,62.5,187.5
ITALIANO,PEDRO ECHAGUE AMARILLO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
JOSE HERNANDEZ A,MACABI,750.0,250.0,0.25,1.0,1,1,187.5,62.5
GEVP CELESTE,FERROCARRIL OESTE B,650.0,350.0,0.25,1.0,1,1,162.5,87.5
GEBA,APV,700.0,300.0,0.25,1.0,1,1,175.0,75.0
ALL BOYS BLANCO,COPELLO,700.0,300.0,0.25,1.0,1,1,175.0,75.0
ALL BOYS BLANCO,GEVP CELESTE,650.0,350.0,0.25,1.0,1,1,162.5,87.5
COPELLO,GEBA,0.0,700.0,0.25,1.0,1,1,0.0,175.0
APV,FERROCARRIL OESTE B,700.0,0.0,0.25,1.0,1,1,175.0,0.0
GEVP CELESTE,APV,750.0,250.0,0.25,1.0,1,1,187.5,62.5
FERROCARRIL OESTE B,COPELLO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
GEBA,ALL BOYS BLANCO,350.0,650.0,0.25,1.0,1,1,87.5,162.5
GEBA,GEVP CELESTE,250.0,750.0,0.25,1.0,1,1,62.5,187.5
ALL BOYS BLANCO,FERROCARRIL OESTE B,250.0,750.0,0.25,1.0,1,1,62.5,187.5
COPELLO,APV,650.0,350.0,0.25,1.0,1,1,162.5,87.5
GEVP CELESTE,COPELLO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
APV,ALL BOYS BLANCO,350.0,650.0,0.25,1.0,1,1,87.5,162.5
FERROCARRIL OESTE B,GEBA,750.0,250.0,0.25,1.0,1,1,187.5,62.5
FERROCARRIL OESTE B,GEVP CELESTE,350.0,650.0,0.25,1.0,1,1,87.5,162.5
APV,GEBA,350.0,650.0,0.25,1.0,1,1,87.5,162.5
COPELLO,ALL BOYS BLANCO,250.0,750.0,0.25,1.0,1,1,62.5,187.5
GEVP CELESTE,ALL BOYS BLANCO,700.0,300.0,0.25,1.0,1,1,175.0,75.0
GEBA,COPELLO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
FERROCARRIL OESTE B,APV,750.0,250.0,0.25,1.0,1,1,187.5,62.5
APV,GEVP CELESTE,250.0,750.0,0.25,1.0,1,1,62.5,187.5
COPELLO,FERROCARRIL OESTE B,250.0,750.0,0.25,1.0,1,1,62.5,187.5
GEBA,ALL BOYS BLANCO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
GEVP CELESTE,GEBA,700.0,300.0,0.25,1.0,1,1,175.0,75.0
FERROCARRIL OESTE B,ALL BOYS BLANCO,700.0,300.0,0.25,1.0,1,1,175.0,75.0
APV,COPELLO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
COPELLO,GEVP CELESTE,250.0,750.0,0.25,1.0,1,1,62.5,187.5
ALL BOYS BLANCO,APV,650.0,350.0,0.25,1.0,1,1,162.5,87.5
GEBA,FERROCARRIL OESTE B,300.0,700.0,0.25,1.0,1,1,75.0,175.0
INSTITUCION SARMIENTO BLANCO,ITALIANO B,0.0,700.0,0.25,1.0,1,1,0.0,175.0
IMPERIO NEGRO,JOSE HERNANDEZ B,250.0,750.0,0.25,1.0,1,1,62.5,187.5
U.A.I. URQUIZA,PINOCHO VERDE,750.0,250.0,0.25,1.0,1,1,187.5,62.5
U.A.I. URQUIZA,INSTITUCION SARMIENTO BLANCO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
PINOCHO VERDE,IMPERIO NEGRO,350.0,650.0,0.25,1.0,1,1,87.5,162.5
JOSE HERNANDEZ B,ITALIANO B,300.0,700.0,0.25,1.0,1,1,75.0,175.0
INSTITUCION SARMIENTO BLANCO,JOSE HERNANDEZ B,250.0,750.0,0.25,1.0,1,1,62.5,187.5
ITALIANO B,PINOCHO VERDE,700.0,300.0,0.25,1.0,1,1,175.0,75.0
IMPERIO NEGRO,U.A.I. URQUIZA,250.0,750.0,0.25,1.0,1,1,62.5,187.5
IMPERIO NEGRO,INSTITUCION SARMIENTO BLANCO,350.0,650.0,0.25,1.0,1,1,87.5,162.5
U.A.I. URQUIZA,ITALIANO B,750.0,250.0,0.25,1.0,1,1,187.5,62.5
PINOCHO VERDE,JOSE HERNANDEZ B,300.0,700.0,0.25,1.0,1,1,75.0,175.0
ITALIANO B,IMPERIO NEGRO,350.0,650.0,0.25,1.0,1,1,87.5,162.5
INSTITUCION SARMIENTO BLANCO,PINOCHO VERDE,700.0,300.0,0.25,1.0,1,1,175.0,75.0
JOSE HERNANDEZ B,U.A.I. URQUIZA,350.0,650.0,0.25,1.0,1,1,87.5,162.5
ITALIANO B,INSTITUCION SARMIENTO BLANCO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
JOSE HERNANDEZ B,IMPERIO NEGRO,650.0,350.0,0.25,1.0,1,1,162.5,87.5
PINOCHO VERDE,U.A.I. URQUIZA,250.0,750.0,0.25,1.0,1,1,62.5,187.5
INSTITUCION SARMIENTO BLANCO,U.A.I. URQUIZA,250.0,750.0,0.25,1.0,1,1,62.5,187.5
IMPERIO NEGRO,PINOCHO VERDE,650.0,350.0,0.25,1.0,1,1,162.5,87.5
ITALIANO B,JOSE HERNANDEZ B,700.0,300.0,0.25,1.0,1,1,175.0,75.0
JOSE HERNANDEZ B,INSTITUCION SARMIENTO BLANCO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
PINOCHO VERDE,ITALIANO B,650.0,350.0,0.25,1.0,1,1,162.5,87.5
U.A.I. URQUIZA,IMPERIO NEGRO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
INSTITUCION SARMIENTO BLANCO,IMPERIO NEGRO,250.0,750.0,0.25,1.0,1,1,62.5,187.5
ITALIANO B,U.A.I. URQUIZA,300.0,700.0,0.25,1.0,1,1,75.0,175.0
JOSE HERNANDEZ B,PINOCHO VERDE,350.0,650.0,0.25,1.0,1,1,87.5,162.5
PINOCHO VERDE,INSTITUCION SARMIENTO BLANCO,650.0,350.0,0.25,1.0,1,1,162.5,87.5
U.A.I. URQUIZA,JOSE HERNANDEZ B,700.0,300.0,0.25,1.0,1,1,175.0,75.0
IMPERIO NEGRO,ITALIANO B,750.0,250.0,0.25,1.0,1,1,187.5,62.5
FERROCARRIL OESTE C,SCHOLEM ALEIJEM,700.0,0.0,0.25,1.0,1,1,175.0,0.0
CIUDAD DE BUENOS AIRES B,EL TALAR,750.0,250.0,0.25,1.0,1,1,187.5,62.5
17 DE AGOSTO,VILLA SAHORES,300.0,700.0,0.25,1.0,1,1,75.0,175.0
17 DE AGOSTO,FERROCARRIL OESTE C,700.0,0.0,0.25,1.0,1,1,175.0,0.0
VILLA SAHORES,CIUDAD DE BUENOS AIRES B,650.0,350.0,0.25,1.0,1,1,162.5,87.5
EL TALAR,SCHOLEM ALEIJEM,700.0,0.0,0.25,1.0,1,1,175.0,0.0
FERROCARRIL OESTE C,EL TALAR,0.0,700.0,0.25,1.0,1,1,0.0,175.0
SCHOLEM ALEIJEM,VILLA SAHORES,0.0,700.0,0.25,1.0,1,1,0.0,175.0
CIUDAD DE BUENOS AIRES B,17 DE AGOSTO,350.0,650.0,0.25,1.0,1,1,87.5,162.5
CIUDAD DE BUENOS AIRES B,FERROCARRIL OESTE C,700.0,300.0,0.25,1.0,1,1,175.0,75.0
17 DE AGOSTO,SCHOLEM ALEIJEM,700.0,0.0,0.25,1.0,1,1,175.0,0.0
VILLA SAHORES,EL TALAR,750.0,250.0,0.25,1.0,1,1,187.5,62.5
FERROCARRIL OESTE C,VILLA SAHORES,300.0,700.0,0.25,1.0,1,1,75.0,175.0
EL TALAR,17 DE AGOSTO,300.0,700.0,0.25,1.0,1,1,75.0,175.0
SCHOLEM ALEIJEM,CIUDAD DE BUENOS AIRES B,250.0,750.0,0.25,1.0,1,1,62.5,187.5
SCHOLEM ALEIJEM,FERROCARRIL OESTE C,650.0,350.0,0.25,1.0,1,1,162.5,87.5
EL TALAR,CIUDAD DE BUENOS AIRES B,350.0,650.0,0.25,1.0,1,1,87.5,162.5
VILLA SAHORES,17 DE AGOSTO,700.0,300.0,0.25,1.0,1,1,175.0,75.0
FERROCARRIL OESTE C,17 DE AGOSTO,300.0,700.0,0.25,1.0,1,1,75.0,175.0
CIUDAD DE BUENOS AIRES B,VILLA SAHORES,350.0,650.0,0.25,1.0,1,1,87.5,162.5
SCHOLEM ALEIJEM,EL TALAR,350.0,650.0,0.25,1.0,1,1,87.5,162.5
EL TALAR,FERROCARRIL OESTE C,700.0,300.0,0.25,1.0,1,1,175.0,75.0
VILLA SAHORES,SCHOLEM ALEIJEM,700.0,0.0,0.25,1.0,1,1,175.0,0.0
17 DE AGOSTO,CIUDAD DE BUENOS AIRES B,350.0,650.0,0.25,1.0,1,1,87.5,162.5
EL TALAR,VILLA SAHORES,250.0,750.0,0.25,1.0,1,1,62.5,187.5
FERROCARRIL OESTE C,CIUDAD DE BUENOS AIRES B,250.0,750.0,0.25,1.0,1,1,62.5,187.5
SCHOLEM ALEIJEM,17 DE AGOSTO,0.0,700.0,0.25,1.0,1,1,0.0,175.0
VILLA SAHORES,FERROCARRIL OESTE C,750.0,250.0,0.25,1.0,1,1,187.5,62.5
17 DE AGOSTO,EL TALAR,700.0,300.0,0.25,1.0,1,1,175.0,75.0
CIUDAD DE BUENOS AIRES B,SCHOLEM ALEIJEM,750.0,250.0,0.25,1.0,1,1,187.5,62.5
SAN LORENZO ROJO,COLEGIALES NEGRO,300.0,700.0,0.25,1.0,1,1,75.0,175.0
YUPANQUI,ARGENTINOS JUNIORS,700.0,300.0,0.25,1.0,1,1,175.0,75.0
DEPORTIVO CROVARA B,NUEVA CHICAGO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
NUEVA CHICAGO,SAN LORENZO ROJO,0.0,700.0,0.25,1.0,1,1,0.0,175.0
DEPORTIVO CROVARA B,YUPANQUI,0.0,700.0,0.25,1.0,1,1,0.0,175.0
ARGENTINOS JUNIORS,COLEGIALES NEGRO,300.0,700.0,0.25,1.0,1,1,75.0,175.0
SAN LORENZO ROJO,ARGENTINOS JUNIORS,700.0,0.0,0.25,1.0,1,1,175.0,0.0
COLEGIALES NEGRO,DEPORTIVO CROVARA B,750.0,250.0,0.25,1.0,1,1,187.5,62.5
YUPANQUI,NUEVA CHICAGO,700.0,0.0,0.25,1.0,1,1,175.0,0.0
YUPANQUI,SAN LORENZO ROJO,250.0,750.0,0.25,1.0,1,1,62.5,187.5
NUEVA CHICAGO,COLEGIALES NEGRO,0.0,700.0,0.25,1.0,1,1,0.0,175.0
DEPORTIVO CROVARA B,ARGENTINOS JUNIORS,750.0,250.0,0.25,1.0,1,1,187.5,62.5
SAN LORENZO ROJO,DEPORTIVO CROVARA B,750.0,250.0,0.25,1.0,1,1,187.5,62.5
ARGENTINOS JUNIORS,NUEVA CHICAGO,700.0,300.0,0.25,1.0,1,1,175.0,75.0
COLEGIALES NEGRO,YUPANQUI,750.0,250.0,0.25,1.0,1,1,187.5,62.5
COLEGIALES NEGRO,SAN LORENZO ROJO,700.0,300.0,0.25,1.0,1,1,175.0,75.0
ARGENTINOS JUNIORS,YUPANQUI,750.0,250.0,0.25,1.0,1,1,187.5,62.5
DEPORTIVO CROVARA B,NUEVA CHICAGO,650.0,350.0,0.25,1.0,1,1,162.5,87.5
SAN LORENZO ROJO,NUEVA CHICAGO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
YUPANQUI,DEPORTIVO CROVARA B,650.0,350.0,0.25,1.0,1,1,162.5,87.5
COLEGIALES NEGRO,ARGENTINOS JUNIORS,750.0,250.0,0.25,1.0,1,1,187.5,62.5
ARGENTINOS JUNIORS,SAN LORENZO ROJO,250.0,750.0,0.25,1.0,1,1,62.5,187.5
DEPORTIVO CROVARA B,COLEGIALES NEGRO,250.0,750.0,0.25,1.0,1,1,62.5,187.5
NUEVA CHICAGO,YUPANQUI,350.0,650.0,0.25,1.0,1,1,87.5,162.5
SAN LORENZO ROJO,YUPANQUI,750.0,250.0,0.25,1.0,1,1,187.5,62.5
COLEGIALES NEGRO,NUEVA CHICAGO,750.0,250.0,0.25,1.0,1,1,187.5,62.5
ARGENTINOS JUNIORS,DEPORTIVO CROVARA B,250.0,750.0,0.25,1.0,1,1,62.5,187.5
DEPORTIVO CROVARA B,SAN LORENZO ROJO,300.0,700.0,0.25,1.0,1,1,75.0,175.0
NUEVA CHICAGO,ARGENTINOS JUNIORS,700.0,300.0,0.25,1.0,1,1,175.0,75.0
YUPANQUI,COLEGIALES NEGRO,300.0,700.0,0.25,1.0,1,1,75.0,175.0
G.E DE LOMAS DE ZAMORA A,VILLA ESPAÑA,750.0,250.0,0.25,1.25,1,1,234.375,78.125
LANUS A,CAÑUELAS FC,750.0,250.0,0.25,1.25,1,1,234.375,78.125
RACING CLUB,QUILMES A.C.,750.0,250.0,0.25,1.25,1,1,234.375,78.125
QUILMES A.C.,G.E DE LOMAS DE ZAMORA A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
RACING CLUB,LANUS A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
CAÑUELAS FC,VILLA ESPAÑA,700.0,300.0,0.25,1.25,1,1,218.75,93.75
G.E DE LOMAS DE ZAMORA A,CAÑUELAS FC,700.0,300.0,0.25,1.25,1,1,218.75,93.75
VILLA ESPAÑA,RACING CLUB,250.0,750.0,0.25,1.25,1,1,78.125,234.375
LANUS A,QUILMES A.C.,750.0,250.0,0.25,1.25,1,1,234.375,78.125
LANUS A,G.E DE LOMAS DE ZAMORA A,750.0,250.0,0.25,1.25,1,1,234.375,78.125
QUILMES A.C.,VILLA ESPAÑA,700.0,0.0,0.25,1.25,1,1,218.75,0.0
RACING CLUB,CAÑUELAS FC,750.0,250.0,0.25,1.25,1,1,234.375,78.125
G.E DE LOMAS DE ZAMORA A,RACING CLUB,650.0,350.0,0.25,1.25,1,1,203.125,109.375
CAÑUELAS FC,QUILMES A.C.,350.0,650.0,0.25,1.25,1,1,109.375,203.125
VILLA ESPAÑA,LANUS A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
VILLA ESPAÑA,G.E DE LOMAS DE ZAMORA A,350.0,650.0,0.25,1.25,1,1,109.375,203.125
CAÑUELAS FC,LANUS A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
RACING CLUB,QUILMES A.C.,350.0,650.0,0.25,1.25,1,1,109.375,203.125
G.E DE LOMAS DE ZAMORA A,QUILMES A.C.,750.0,250.0,0.25,1.25,1,1,234.375,78.125
RACING CLUB,LANUS A,250.0,750.0,0.25,1.25,1,1,78.125,234.375
VILLA ESPAÑA,CAÑUELAS FC,350.0,650.0,0.25,1.25,1,1,109.375,203.125
CAÑUELAS FC,G.E DE LOMAS DE ZAMORA A,300.0,700.0,0.25,1.25,1,1,93.75,218.75
VILLA ESPAÑA,RACING CLUB,250.0,750.0,0.25,1.25,1,1,78.125,234.375
QUILMES A.C.,LANUS A,300.0,700.0,0.25,1.25,1,1,93.75,218.75
G.E DE LOMAS DE ZAMORA A,LANUS A,300.0,700.0,0.25,1.25,1,1,93.75,218.75
VILLA ESPAÑA,QUILMES A.C.,350.0,650.0,0.25,1.25,1,1,109.375,203.125
CAÑUELAS FC,RACING CLUB,250.0,750.0,0.25,1.25,1,1,78.125,234.375
RACING CLUB,G.E DE LOMAS DE ZAMORA A,650.0,350.0,0.25,1.25,1,1,203.125,109.375
QUILMES A.C.,CAÑUELAS FC,650.0,350.0,0.25,1.25,1,1,203.125,109.375
LANUS A,VILLA ESPAÑA,750.0,250.0,0.25,1.25,1,1,234.375,78.125
WILDE SPORTING,MONTE GRANDE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
BOCA JUNIORS AZUL,INDEPENDIENTE,750.0,250.0,0.25,1.25,1,1,234.375,78.125
TEMPERLEY,BERAZATEGUI,250.0,750.0,0.25,1.25,1,1,78.125,234.375
TEMPERLEY,WILDE SPORTING,0.0,700.0,0.25,1.25,1,1,0.0,218.75
BERAZATEGUI,BOCA JUNIORS AZUL,250.0,750.0,0.25,1.25,1,1,78.125,234.375
INDEPENDIENTE,MONTE GRANDE,350.0,650.0,0.25,1.25,1,1,109.375,203.125
WILDE SPORTING,INDEPENDIENTE,350.0,650.0,0.25,1.25,1,1,109.375,203.125
MONTE GRANDE,BERAZATEGUI,650.0,350.0,0.25,1.25,1,1,203.125,109.375
BOCA JUNIORS AZUL,TEMPERLEY,750.0,250.0,0.25,1.25,1,1,234.375,78.125
BOCA JUNIORS AZUL,WILDE SPORTING,750.0,250.0,0.25,1.25,1,1,234.375,78.125
TEMPERLEY,MONTE GRANDE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
BERAZATEGUI,INDEPENDIENTE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
WILDE SPORTING,BERAZATEGUI,650.0,350.0,0.25,1.25,1,1,203.125,109.375
INDEPENDIENTE,TEMPERLEY,300.0,700.0,0.25,1.25,1,1,93.75,218.75
MONTE GRANDE,BOCA JUNIORS AZUL,250.0,750.0,0.25,1.25,1,1,78.125,234.375
MONTE GRANDE,WILDE SPORTING,350.0,650.0,0.25,1.25,1,1,109.375,203.125
INDEPENDIENTE,BOCA JUNIORS AZUL,250.0,750.0,0.25,1.25,1,1,78.125,234.375
BERAZATEGUI,TEMPERLEY,350.0,650.0,0.25,1.25,1,1,109.375,203.125
WILDE SPORTING,TEMPERLEY,350.0,650.0,0.25,1.25,1,1,109.375,203.125
BOCA JUNIORS AZUL,BERAZATEGUI,750.0,250.0,0.25,1.25,1,1,234.375,78.125
MONTE GRANDE,INDEPENDIENTE,350.0,650.0,0.25,1.25,1,1,109.375,203.125
INDEPENDIENTE,WILDE SPORTING,700.0,300.0,0.25,1.25,1,1,218.75,93.75
BERAZATEGUI,MONTE GRANDE,650.0,350.0,0.25,1.25,1,1,203.125,109.375
TEMPERLEY,BOCA JUNIORS AZUL,250.0,750.0,0.25,1.25,1,1,78.125,234.375
WILDE SPORTING,BOCA JUNIORS AZUL,250.0,750.0,0.25,1.25,1,1,78.125,234.375
