anio,categoria,fase,ronda,nivel,zona,grupo,jornada,fecha,local,ptsL,visitante,ptsV,BP_LOCAL,BP_VISITA,ORP_LOCAL,ORP_VISITA,peso_nivel,peso_anio,peso_ronda,peso_fase,LocalSuma,VisitaSuma
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,SUR,LUZ Y ARTE-DEFENSORES DE GLEW,1,3/12/2023,LUZ Y ARTE,80,DEFENSORES DE GLEW,63,700,300,-60.0,-136.5,0.85,0.75,4,0.75,1224.0,312.69374999999997
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,SUR,BOCA JUNIORS AMARILLO-COUNTRY BANFIELD,1,3/12/2023,BOCA JUNIORS AMARILLO,82,COUNTRY BANFIELD A,47,750,250,-45.0,30.0,0.85,0.75,4,0.75,1348.3125,535.5
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,SUR,G.E DE LOMAS DE ZAMORA B-JUVENTUD UNIDA,1,3/12/2023,G.E DE LOMAS DE ZAMORA B,67,JUVENTUD UNIDA,58,650,350,-58.5,-37.5,0.85,0.75,4,0.75,1131.2437499999999,597.65625
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,SUR,CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO-VILLEGAS BASQUET,1,3/12/2023,CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO,69,VILLEGAS BASQUET,61,650,350,15.0,-54.0,0.85,0.75,4,0.75,1271.8125,566.0999999999999
2023,JUVENILES,Playoff,SEMIFINAL,2,SUR,LUZ Y ARTE-BOCA JUNIORS AMARILLO,1,10/12/2023,LUZ Y ARTE,58,BOCA JUNIORS AMARILLO,74,300,700,30.0,-136.5,0.85,0.75,6,0.75,946.6875,1616.5406249999999
2023,JUVENILES,Playoff,SEMIFINAL,2,SUR,G.E DE LOMAS DE ZAMORA B-CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO,1,10/12/2023,G.E DE LOMAS DE ZAMORA B,80,CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO,71,650,350,-54.0,-37.5,0.85,0.75,6,0.75,1709.7749999999999,896.484375
2023,JUVENILES,Playoff,FINAL,2,SUR,G.E DE LOMAS DE ZAMORA B-BOCA JUNIORS AMARILLO,1,17/12/2023,G.E DE LOMAS DE ZAMORA B,61,BOCA JUNIORS AMARILLO,53,650,350,30.0,-37.5,0.85,0.75,6,0.75,1950.75,896.484375
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,SOCIAL BECCAR-CLUB SPORTIVO PILAR,1,3/12/2023,SOCIAL BECCAR,79,CLUB SPORTIVO PILAR,67,700,300,4.5,43.5,1.0,0.75,4,0.75,1585.125,772.875
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,NAUTICO HACOAJ BLANCO-ATLETICO BOULOGNE,1,3/12/2023,NAUTICO HACOAJ BLANCO,68,ATLETICO BOULOGNE,59,650,350,64.5,81.0,1.0,0.75,4,0.75,1607.625,969.75
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,CLUB ATLETICO PILAR-CAZA Y PESCA A,1,3/12/2023,CLUB ATLETICO PILAR,72,CAZA Y PESCA A,56,700,300,127.5,-114.0,1.0,0.75,4,0.75,1861.875,418.5
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,NORTE,SAN FERNANDO AZUL-UNION FLORIDA,1,3/12/2023,SAN FERNANDO AZUL,87,UNION FLORIDA,72,700,300,91.5,136.5,1.0,0.75,4,0.75,1780.875,982.125
2023,JUVENILES,Playoff,SEMIFINAL,1,NORTE,SOCIAL BECCAR-NAUTICO HACOAJ BLANCO,1,10/12/2023,SOCIAL BECCAR,57,NAUTICO HACOAJ BLANCO,54,650,350,81.0,43.5,1.0,0.75,6,0.75,2467.125,1328.0625
2023,JUVENILES,Playoff,SEMIFINAL,1,NORTE,CLUB ATLETICO PILAR-SAN FERNANDO AZUL,1,10/12/2023,CLUB ATLETICO PILAR,83,SAN FERNANDO AZUL,71,700,300,136.5,-114.0,1.0,0.75,6,0.75,2823.1875,627.75
2023,JUVENILES,Playoff,FINAL,1,NORTE,CLUB ATLETICO PILAR-SOCIAL BECCAR,1,17/12/2023,CLUB ATLETICO PILAR,94,SOCIAL BECCAR,79,700,300,43.5,-114.0,1.0,0.75,6,0.75,2509.3125,627.75
2023,JUVENILES,Playoff,CUARTOS DE FINAL,3,CENTRO,ITALIANO B-NUEVA CHICAGO,1,3/12/2023,ITALIANO B,58,NUEVA CHICAGO,35,750,250,-61.5,-10.5,0.75,0.75,4,0.75,1161.84375,404.15625
2023,JUVENILES,Playoff,CUARTOS DE FINAL,3,CENTRO,COLEGIALES NEGRO-VELEZ SARSFIELD AZUL,1,3/12/2023,COLEGIALES NEGRO,53,VELEZ SARSFIELD AZUL,65,300,700,-70.5,-1.5,0.75,0.75,4,0.75,387.28125,1178.71875
2023,JUVENILES,Playoff,CUARTOS DE FINAL,3,CENTRO,GEBA-PINOCHO VERDE,1,3/12/2023,GEBA,101,PINOCHO VERDE,35,750,250,-33.0,9.0,0.75,0.75,4,0.75,1209.9375,437.0625
2023,JUVENILES,Playoff,CUARTOS DE FINAL,3,CENTRO,YUPANQUI-FERROCARRIL OESTE C,1,3/12/2023,YUPANQUI,69,FERROCARRIL OESTE C,48,750,250,-40.5,-34.5,0.75,0.75,4,0.75,1197.28125,363.65625
2023,JUVENILES,Playoff,SEMIFINAL,3,CENTRO,ITALIANO B-VELEZ SARSFIELD AZUL,1,10/12/2023,ITALIANO B,65,VELEZ SARSFIELD AZUL,51,700,300,-70.5,-10.5,0.75,0.75,6,0.75,1593.421875,732.796875
2023,JUVENILES,Playoff,SEMIFINAL,3,CENTRO,GEBA-YUPANQUI,1,10/12/2023,GEBA,67,YUPANQUI,69,350,650,-34.5,9.0,0.75,0.75,6,0.75,798.609375,1668.09375
2023,JUVENILES,Playoff,FINAL,3,CENTRO,ITALIANO B-YUPANQUI,1,17/12/2023,ITALIANO B,52,YUPANQUI,49,650,350,-34.5,-10.5,0.75,0.75,6,0.75,1557.984375,859.359375
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,SAN LORENZO AZUL-ARQUITECTURA NEGRO,1,3/12/2023,SAN LORENZO AZUL,90,ARQUITECTURA NEGRO,58,750,250,78.0,121.5,1.0,0.75,4,0.75,1863.0,835.875
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,PEDRO ECHAGUE AZUL-IMPERIO BLANCO,1,3/12/2023,PEDRO ECHAGUE AZUL,95,IMPERIO BLANCO,98,350,650,109.5,117.0,1.0,0.75,4,0.75,1033.875,1725.75
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,VILLA MITRE-ITALIANO,1,3/12/2023,VILLA MITRE,55,ITALIANO,51,650,350,88.5,54.0,1.0,0.75,4,0.75,1661.625,909.0
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,CENTRO,PLATENSE MARRON-VELEZ SARSFIELD BLANCO,1,3/12/2023,PLATENSE MARRON,92,VELEZ SARSFIELD BLANCO,67,750,250,138.0,96.0,1.0,0.75,4,0.75,1998.0,778.5
2023,JUVENILES,Playoff,SEMIFINAL,1,CENTRO,SAN LORENZO AZUL-IMPERIO BLANCO,1,10/12/2023,SAN LORENZO AZUL,86,IMPERIO BLANCO,66,750,250,109.5,121.5,1.0,0.75,6,0.75,2900.8125,1253.8125
2023,JUVENILES,Playoff,SEMIFINAL,1,CENTRO,VILLA MITRE-PLATENSE MARRON,1,10/12/2023,VILLA MITRE,61,PLATENSE MARRON,76,300,700,96.0,54.0,1.0,0.75,6,0.75,1336.5,2544.75
2023,JUVENILES,Playoff,FINAL,1,CENTRO,SAN LORENZO AZUL-PLATENSE MARRON,1,17/12/2023,SAN LORENZO AZUL,67,PLATENSE MARRON,65,650,350,96.0,121.5,1.0,0.75,6,0.75,2517.75,1591.3125
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,ALL BOYS BLANCO-MACABI,1,3/12/2023,ALL BOYS BLANCO,108,MACABI,93,700,300,28.5,39.0,0.85,0.75,4,0.75,1393.25625,648.3375
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,"HARRODS GATH Y CHAVES-DEPORTIVO CROVARA  ""A""",1,3/12/2023,HARRODS GATH Y CHAVES,68,"DEPORTIVO CROVARA  ""A""",56,700,300,49.5,63.0,0.85,0.75,4,0.75,1433.4187499999998,694.2375
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,UNIVERSIDAD DE BUENOS AIRES-CIUDAD DE BUENOS AIRES B,1,3/12/2023,UNIVERSIDAD DE BUENOS AIRES,48,CIUDAD DE BUENOS AIRES B,58,300,700,40.5,90.0,0.85,0.75,4,0.75,651.20625,1510.875
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,CENTRO,ARMENIA-PINOCHO BLANCO,1,3/12/2023,ARMENIA,66,PINOCHO BLANCO,62,650,350,145.5,45.0,0.85,0.75,4,0.75,1521.39375,755.4375
2023,JUVENILES,Playoff,SEMIFINAL,2,CENTRO,ALL BOYS BLANCO-HARRODS GATH Y CHAVES,1,10/12/2023,ALL BOYS BLANCO,77,HARRODS GATH Y CHAVES,67,700,300,63.0,39.0,0.85,0.75,6,0.75,2188.85625,972.50625
2023,JUVENILES,Playoff,SEMIFINAL,2,CENTRO,ARMENIA-CIUDAD DE BUENOS AIRES B,1,10/12/2023,ARMENIA,46,CIUDAD DE BUENOS AIRES B,51,350,650,40.5,45.0,0.85,0.75,6,0.75,1120.246875,1993.78125
2023,JUVENILES,Playoff,FINAL,2,CENTRO,ALL BOYS BLANCO-CIUDAD DE BUENOS AIRES B,1,17/12/2023,ALL BOYS BLANCO,76,CIUDAD DE BUENOS AIRES B,78,350,650,40.5,39.0,0.85,0.75,6,0.75,1120.246875,1976.56875
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,INSTITUCION SARMIENTO BLANCO-CLUB PORTUGUES DEL GRAN BUENOS AIRES,1,3/12/2023,INSTITUCION SARMIENTO BLANCO,50,CLUB PORTUGUES DEL GRAN BUENOS AIRES,61,300,700,-46.5,-16.5,0.85,0.75,4,0.75,484.81874999999997,1307.19375
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,ESTUDIANTIL PORTEÑO B-ARGENTINO DE CASTELAR CENTRO,1,3/12/2023,ESTUDIANTIL PORTEÑO B,64,ARGENTINO DE CASTELAR CENTRO,63,650,350,76.5,24.0,0.85,0.75,4,0.75,1389.4312499999999,715.275
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,LOS INDIOS DE MORENO BLANCO-UNLAM A,1,3/12/2023,LOS INDIOS DE MORENO BLANCO,86,UNLAM A,48,750,250,18.0,-21.0,0.85,0.75,4,0.75,1468.8,437.9625
2023,JUVENILES,Playoff,CUARTOS DE FINAL,2,OESTE,CEDEM-EL PALOMAR,1,3/12/2023,CEDEM,60,EL PALOMAR,47,700,300,19.5,12.0,0.85,0.75,4,0.75,1376.0437499999998,596.6999999999999
2023,JUVENILES,Playoff,SEMIFINAL,2,OESTE,ESTUDIANTIL PORTEÑO B-CLUB PORTUGUES DEL GRAN BUENOS AIRES,1,10/12/2023,ESTUDIANTIL PORTEÑO B,54,CLUB PORTUGUES DEL GRAN BUENOS AIRES,61,350,650,-46.5,24.0,0.85,0.75,6,0.75,870.665625,1933.5375
2023,JUVENILES,Playoff,SEMIFINAL,2,OESTE,LOS INDIOS DE MORENO BLANCO-CEDEM,1,10/12/2023,LOS INDIOS DE MORENO BLANCO,89,CEDEM,51,750,250,12.0,-21.0,0.85,0.75,6,0.75,2185.9874999999997,656.94375
2023,JUVENILES,Playoff,FINAL,2,OESTE,LOS INDIOS DE MORENO BLANCO-CLUB PORTUGUES DEL GRAN BUENOS AIRES,1,17/12/2023,LOS INDIOS DE MORENO BLANCO,56,CLUB PORTUGUES DEL GRAN BUENOS AIRES,47,650,350,-46.5,-21.0,0.85,0.75,6,0.75,1731.2906249999999,943.81875
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,PRESIDENTE DERQUI-NOLTING,1,3/12/2023,PRESIDENTE DERQUI,71,NOLTING,35,750,250,52.5,112.5,1.0,0.75,4,0.75,1805.625,815.625
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,Club GEI AZUL-HURACAN DE SAN JUSTO ROJO,1,3/12/2023,CLUB GEI AZUL,93,HURACAN DE SAN JUSTO ROJO,79,700,300,93.0,120.0,1.0,0.75,4,0.75,1784.25,945.0
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,LOS INDIOS DE MORENO NEGRO-C.A.S.A PADUA A,1,3/12/2023,LOS INDIOS DE MORENO NEGRO,71,C.A.S.A PADUA A,51,750,250,133.5,130.5,1.0,0.75,4,0.75,1987.875,856.125
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,OESTE,A.F.A.L.P. A-CLARIDAD,1,3/12/2023,A.F.A.L.P. A,67,CLARIDAD,88,250,750,67.5,118.5,1.0,0.75,4,0.75,714.375,1954.125
2023,JUVENILES,Playoff,SEMIFINAL,1,OESTE,PRESIDENTE DERQUI-Club GEI AZUL,1,10/12/2023,PRESIDENTE DERQUI,62,CLUB GEI AZUL,79,300,700,120.0,112.5,1.0,0.75,6,0.75,1417.5,2742.1875
2023,JUVENILES,Playoff,SEMIFINAL,1,OESTE,LOS INDIOS DE MORENO NEGRO-CLARIDAD,1,10/12/2023,LOS INDIOS DE MORENO NEGRO,67,CLARIDAD,41,750,250,67.5,130.5,1.0,0.75,6,0.75,2759.0625,1284.1875
2023,JUVENILES,Playoff,FINAL,1,OESTE,LOS INDIOS DE MORENO NEGRO-Club GEI AZUL,1,17/12/2023,LOS INDIOS DE MORENO NEGRO,76,CLUB GEI AZUL,57,700,300,120.0,130.5,1.0,0.75,6,0.75,2767.5,1452.9375
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,RACING CLUB-TEMPERLEY,1,3/12/2023,RACING CLUB,89,TEMPERLEY,78,700,300,82.5,115.5,1.0,0.75,4,0.75,1760.625,934.875
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,TRISTAN SUAREZ-VARELA JRS,1,3/12/2023,TRISTAN SUAREZ,43,VARELA JRS,49,350,650,57.0,105.0,1.0,0.75,4,0.75,915.75,1698.75
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,WILDE SPORTING-CAÑUELAS FC - Sub19,1,3/12/2023,WILDE SPORTING,78,CAÑUELAS FC,74,650,350,114.0,141.0,1.0,0.75,4,0.75,1719.0,1104.75
2023,JUVENILES,Playoff,CUARTOS DE FINAL,1,SUR,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL-BERAZATEGUI,1,3/12/2023,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,75,BERAZATEGUI,41,750,250,100.5,103.5,1.0,0.75,4,0.75,1913.625,795.375
2023,JUVENILES,Playoff,SEMIFINAL,1,SUR,RACING CLUB-VARELA JRS,1,10/12/2023,RACING CLUB,77,VARELA JRS,80,350,650,57.0,115.5,1.0,0.75,6,0.75,1373.625,2583.5625
2023,JUVENILES,Playoff,SEMIFINAL,1,SUR,WILDE SPORTING-CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,1,10/12/2023,WILDE SPORTING,76,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,66,700,300,103.5,141.0,1.0,0.75,6,0.75,2711.8125,1488.375
2023,JUVENILES,Playoff,FINAL,1,SUR,WILDE SPORTING-VARELA JRS,1,17/12/2023,WILDE SPORTING,84,VARELA JRS,76,650,350,57.0,141.0,1.0,0.75,6,0.75,2386.125,1657.125
2023,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,BOCA JUNIORS AZUL-CLUB SPORTIVO ESCOBAR,1,3/12/2023,BOCA JUNIORS AZUL,86,SPORTIVO ESCOBAR,70,700,300,94.5,153.0,2.0,0.75,4,1.0,4767.0,2718.0
2023,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,PINOCHO-LANUS A,1,3/12/2023,PINOCHO BLANCO,60,LANUS A,67,350,650,150.0,145.5,2.0,0.75,4,1.0,3000.0,4773.0
2023,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,RIVER PLATE-OBRAS NORTE,1,3/12/2023,RIVER PLATE,76,OBRAS NORTE,68,650,350,144.0,147.0,2.0,0.75,4,1.0,4764.0,2982.0
2023,JUVENILES,Playoff,CUARTOS DE FINAL,INTERCONFERENCIA,INTERCONFERENCIA,FERROCARRIL OESTE A-OBRAS CENTRO,1,3/12/2023,FERROCARRIL OESTE A,69,OBRAS CENTRO,63,650,350,148.5,154.5,2.0,0.75,4,1.0,4791.0,3027.0
2023,JUVENILES,Playoff,SEMIFINAL,INTERCONFERENCIA,INTERCONFERENCIA,BOCA JUNIORS AZUL-LANUS A,1,10/12/2023,BOCA JUNIORS AZUL,85,LANUS A,52,750,250,150.0,153.0,2.0,0.75,6,1.0,8100.0,3627.0
2023,JUVENILES,Playoff,SEMIFINAL,INTERCONFERENCIA,INTERCONFERENCIA,RIVER PLATE-FERROCARRIL OESTE A,1,10/12/2023,RIVER PLATE,84,FERROCARRIL OESTE A,76,650,350,154.5,147.0,2.0,0.75,6,1.0,7240.5,4473.0
2023,JUVENILES,Playoff,FINAL,INTERCONFERENCIA,INTERCONFERENCIA,BOCA JUNIORS AZUL-RIVER PLATE,1,17/12/2023,BOCA JUNIORS AZUL,83,RIVER PLATE,68,700,300,147.0,153.0,2.0,0.75,6,1.0,7623.0,4077.0
2023,JUVENILES,Playoff,Octavos de Final,3,CENTRO,VELEZ SARSFIELD AZUL-DEPORTIVO CROVARA B,1,26/11/2023,VELEZ SARSFIELD AZUL,100,DEPORTIVO CROVARA B,19,750,250,-52.5,-70.5,0.75,0.75,3,0.75,882.7734375,227.1796875
2023,JUVENILES,Playoff,Octavos de Final,3,CENTRO,FERROCARRIL OESTE C-CIRCULO URQUIZA BLANCO,1,26/11/2023,FERROCARRIL OESTE C,69,CIRCULO URQUIZA BLANCO,51,700,300,-127.5,-40.5,0.75,0.75,3,0.75,724.5703125,328.4296875
2023,JUVENILES,Playoff,Octavos de Final,3,CENTRO,PINOCHO VERDE-IMPERIO NEGRO,1,26/11/2023,PINOCHO VERDE,60,IMPERIO NEGRO,57,650,350,-3.0,-33.0,0.75,0.75,3,0.75,818.859375,401.203125
2023,JUVENILES,Playoff,Octavos de Final,3,CENTRO,ALL BOYS NEGRO-NUEVA CHICAGO,1,26/11/2023,ALL BOYS NEGRO,74,NUEVA CHICAGO,80,350,650,-61.5,-132.0,0.75,0.75,3,0.75,365.1328125,655.59375
2023,JUVENILES,Playoff,Octavos de Final,3,OESTE,DEP. MORON ROJO-SAN MIGUEL BLANCO,1,26/11/2023,DEP. MORON ROJO,20,SAN MIGUEL BLANCO,0,700,0,-150.0,-93.0,0.75,0.75,3,0.75,696.09375,-117.703125
2023,JUVENILES,Playoff,Octavos de Final,2,SUR,LANUS B-COUNTRY BANFIELD,1,26/11/2023,LANUS B,54,COUNTRY BANFIELD A,67,300,700,-45.0,1.5,0.85,0.75,3,0.75,365.765625,1006.2140625
2023,JUVENILES,Playoff,Octavos de Final,2,SUR,JUVENTUD UNIDA-LOBOS  ATHLETIC  CLUB,1,26/11/2023,JUVENTUD UNIDA,39,LOBOS ATHLETIC CLUB,38,650,350,-39.0,-58.5,0.85,0.75,3,0.75,876.4031249999999,418.1203125
2023,JUVENILES,Playoff,Octavos de Final,2,SUR,VILLEGAS BASQUET-VILLA ESPAÑA,1,26/11/2023,VILLEGAS BASQUET,67,VILLA ESPAÑA,64,650,350,-24.0,15.0,0.85,0.75,3,0.75,897.9187499999999,523.546875
2023,JUVENILES,Playoff,Octavos de Final,2,SUR,CLUB  SOCIAL  ALEJANDRO  KORN-DEFENSORES DE GLEW,1,26/11/2023,CLUB SOCIAL ALEJANDRO KORN,45,DEFENSORES DE GLEW,62,300,700,-60.0,-13.5,0.85,0.75,3,0.75,344.25,984.6984375
2023,JUVENILES,Playoff,Octavos de Final,2,CENTRO,"DEPORTIVO CROVARA  ""A""-ESTRELLA DE BOEDO",1,26/11/2023,"DEPORTIVO CROVARA  ""A""",74,ESTRELLA DE BOEDO,35,750,250,-75.0,49.5,0.85,0.75,3,0.75,968.203125,429.5953125
2023,JUVENILES,Playoff,Octavos de Final,2,CENTRO,SAN LORENZO ROJO-CIUDAD DE BUENOS AIRES B,1,26/11/2023,SAN LORENZO ROJO,67,CIUDAD DE BUENOS AIRES B,81,300,700,40.5,-18.0,0.85,0.75,3,0.75,488.40468749999997,978.24375
2023,JUVENILES,Playoff,Octavos de Final,2,CENTRO,PINOCHO BLANCO-RACING ANEXO,1,26/11/2023,PINOCHO BLANCO,72,RACING ANEXO,52,750,250,-88.5,145.5,0.85,0.75,3,0.75,948.8390625,567.2953125
2023,JUVENILES,Playoff,Octavos de Final,2,CENTRO,MACABI-ARGENTINOS JUNIORS,1,26/11/2023,MACABI,75,ARGENTINOS JUNIORS,65,700,300,-55.5,28.5,0.85,0.75,3,0.75,924.4546875,471.1921875
2023,JUVENILES,Playoff,Octavos de Final,2,NORTE,CENTRO GALICIA-PLATENSE BLANCO,1,26/11/2023,CENTRO GALICIA,51,PLATENSE BLANCO,63,300,700,-51.0,27.0,0.85,0.75,3,0.75,357.159375,1042.7906249999999
2023,JUVENILES,Playoff,Octavos de Final,2,NORTE,NAUTICO HACOAJ AZUL-CAZA Y PESCA B,1,26/11/2023,NAUTICO HACOAJ AZUL,62,CAZA Y PESCA B,52,700,300,10.5,-43.5,0.85,0.75,3,0.75,1019.1234375,367.9171875
2023,JUVENILES,Playoff,Octavos de Final,2,NORTE,DEPORTIVO SAN ANDRES-BELLA VISTA,1,26/11/2023,DEPORTIVO SAN ANDRES,91,BELLA VISTA,72,700,300,-120.0,85.5,0.85,0.75,3,0.75,831.9375,552.9515625
2023,JUVENILES,Playoff,Octavos de Final,2,NORTE,BANCO PROVINCIA B-CLUB TRES DE FEBRERO AZUL,1,26/11/2023,BANCO PROVINCIA B,59,CLUB TRES DE FEBRERO AZUL,69,300,700,21.0,-121.5,0.85,0.75,3,0.75,460.434375,829.7859374999999
2023,JUVENILES,Playoff,Octavos de Final,2,OESTE,ARGENTINO DE CASTELAR CENTRO-CIUDADELA NORTE,1,26/11/2023,ARGENTINO DE CASTELAR CENTRO,62,CIUDADELA NORTE,56,650,350,-64.5,76.5,0.85,0.75,3,0.75,839.8265625,611.7609375
2023,JUVENILES,Playoff,Octavos de Final,2,OESTE,UNLAM A-Club GEI BLANCO,1,26/11/2023,UNLAM A,67,CLUB GEI BLANCO,54,700,300,-19.5,18.0,0.85,0.75,3,0.75,976.0921875,456.13124999999997
