anio;categoria;fase;ronda;nivel;zona;grupo;jornada;fecha;local;ptsL;visitante;ptsV
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;1;9/3/2025;WILDE SPORTING;85;COOPERARIOS;61
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;1;9/3/2025;INDEPENDIENTE;64;QUILMES A.C.;57
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;1;9/3/2025;C.S.D.y C. MORENO;66;RACING CLUB;85
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;2;16/3/2025;C.S.D.y C. MORENO;66;INDEPENDIENTE;82
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;2;16/3/2025;QUILMES A.C.;42;WILDE SPORTING;66
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;2;16/3/2025;COOPERARIOS;64;CLUB ATLETICO BERNAL;77
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;3;23/3/2025;CLUB ATLETICO BERNAL;60;QUILMES A.C.;52
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;3;23/3/2025;WILDE SPORTING;89;C.S.D.y C. MORENO;53
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;3;23/3/2025;INDEPENDIENTE;63;RACING CLUB;85
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;4;30/3/2025;RACING CLUB;73;WILDE SPORTING;58
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;4;30/3/2025;C.S.D.y C. MORENO;46;CLUB ATLETICO BERNAL;78
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;4;30/3/2025;QUILMES A.C.;60;COOPERARIOS;55
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;5;6/4/2025;COOPERARIOS;74;C.S.D.y C. MORENO;68
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;5;6/4/2025;CLUB ATLETICO BERNAL;58;RACING CLUB;84
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;5;6/4/2025;WILDE SPORTING;91;INDEPENDIENTE;80
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;6;13/4/2025;INDEPENDIENTE;56;CLUB ATLETICO BERNAL;37
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;6;13/4/2025;RACING CLUB;84;COOPERARIOS;47
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;6;13/4/2025;C.S.D.y C. MORENO;57;QUILMES A.C.;80
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;7;27/4/2025;QUILMES A.C.;58;RACING CLUB;63
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;7;27/4/2025;COOPERARIOS;36;INDEPENDIENTE;82
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;7;27/4/2025;CLUB ATLETICO BERNAL;78;WILDE SPORTING;67
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;8;11/5/2025;COOPERARIOS;50;WILDE SPORTING;65
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;8;11/5/2025;QUILMES A.C.;54;INDEPENDIENTE;63
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;8;11/5/2025;C.S.D.y C. MORENO;47;RACING CLUB;91
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;9;18/5/2025;INDEPENDIENTE;86;C.S.D.y C. MORENO;54
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;9;18/5/2025;WILDE SPORTING;79;QUILMES A.C.;71
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;9;18/5/2025;CLUB ATLETICO BERNAL;69;COOPERARIOS;68
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;10;25/5/2025;QUILMES A.C.;80;CLUB ATLETICO BERNAL;62
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;10;25/5/2025;C.S.D.y C. MORENO;34;WILDE SPORTING;76
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;10;25/5/2025;RACING CLUB;77;INDEPENDIENTE;53
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;11;1/6/2025;WILDE SPORTING;51;RACING CLUB;69
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;11;1/6/2025;CLUB ATLETICO BERNAL;81;C.S.D.y C. MORENO;71
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;11;1/6/2025;COOPERARIOS;49;QUILMES A.C.;70
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;12;8/6/2025;C.S.D.y C. MORENO;85;COOPERARIOS;65
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;12;8/6/2025;RACING CLUB;69;CLUB ATLETICO BERNAL;55
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;12;8/6/2025;INDEPENDIENTE;69;WILDE SPORTING;56
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;13;22/6/2025;CLUB ATLETICO BERNAL;45;INDEPENDIENTE;66
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;13;22/6/2025;COOPERARIOS;49;RACING CLUB;88
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;13;22/6/2025;QUILMES A.C.;9;C.S.D.y C. MORENO;8
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;14;29/6/2025;RACING CLUB;72;QUILMES A.C.;51
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;14;29/6/2025;INDEPENDIENTE;58;COOPERARIOS;31
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;1;14;29/6/2025;WILDE SPORTING;64;CLUB ATLETICO BERNAL;41
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;1;9/3/2025;BOCA JUNIORS A;75;LANUS A;63
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;1;9/3/2025;MUNICIPALIDAD DE AVELLANEDA;54;SOCIAL LANUS;79
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;1;9/3/2025;SPORTIVO ALSINA;50;VILLEGAS BASQUET;60
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;1;9/3/2025;OLIMPO;68;TALLERES;57
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;2;16/3/2025;OLIMPO;47;BOCA JUNIORS A;97
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;2;16/3/2025;TALLERES;60;SPORTIVO ALSINA;51
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;2;16/3/2025;VILLEGAS BASQUET;67;MUNICIPALIDAD DE AVELLANEDA;58
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;2;16/3/2025;SOCIAL LANUS;69;LANUS A;77
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;3;23/3/2025;BOCA JUNIORS A;84;SOCIAL LANUS;32
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;3;23/3/2025;LANUS A;101;VILLEGAS BASQUET;35
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;3;23/3/2025;MUNICIPALIDAD DE AVELLANEDA;49;TALLERES;58
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;3;23/3/2025;SPORTIVO ALSINA;52;OLIMPO;106
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;4;30/3/2025;SPORTIVO ALSINA;34;BOCA JUNIORS A;122
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;4;30/3/2025;OLIMPO;87;MUNICIPALIDAD DE AVELLANEDA;72
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;4;30/3/2025;TALLERES;33;LANUS A;93
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;4;30/3/2025;VILLEGAS BASQUET;56;SOCIAL LANUS;60
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;5;6/4/2025;BOCA JUNIORS A;121;VILLEGAS BASQUET;41
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;5;6/4/2025;SOCIAL LANUS;70;TALLERES;62
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;5;6/4/2025;LANUS A;104;OLIMPO;39
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;5;6/4/2025;MUNICIPALIDAD DE AVELLANEDA;68;SPORTIVO ALSINA;60
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;6;13/4/2025;MUNICIPALIDAD DE AVELLANEDA;39;BOCA JUNIORS A;112
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;6;13/4/2025;SPORTIVO ALSINA;38;LANUS A;85
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;6;13/4/2025;OLIMPO;83;SOCIAL LANUS;70
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;6;13/4/2025;TALLERES;67;VILLEGAS BASQUET;58
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;7;27/4/2025;BOCA JUNIORS A;98;TALLERES;39
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;7;27/4/2025;VILLEGAS BASQUET;67;OLIMPO;54
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;7;27/4/2025;SOCIAL LANUS;61;SPORTIVO ALSINA;58
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;7;27/4/2025;LANUS A;76;MUNICIPALIDAD DE AVELLANEDA;37
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;8;11/5/2025;LANUS A;75;BOCA JUNIORS A;87
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;8;11/5/2025;SOCIAL LANUS;72;MUNICIPALIDAD DE AVELLANEDA;43
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;8;11/5/2025;VILLEGAS BASQUET;66;SPORTIVO ALSINA;47
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;8;11/5/2025;TALLERES;75;OLIMPO;71
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;9;18/5/2025;BOCA JUNIORS A;90;OLIMPO;57
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;9;18/5/2025;SPORTIVO ALSINA;52;TALLERES;58
2025;JUVENILES;Fase Regular;Copa Febamba;NIVELACION;SUR;2;10;25/5/2025;SOCIAL LANUS;55;BOCA JUNIORS A;98
