anio;categoria;fase;ronda;nivel;zona;grupo;jornada;fecha;local;ptsL;visitante;ptsV
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;OESTE;A.F.A.L.P. A-HURACAN DE SAN JUSTO ROJO;1;20/11/2022;A.F.A.L.P. A;54;HURACAN DE SAN JUSTO ROJO;68
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;OESTE;ESTUDIANTIL PORTEÑO A-HURACAN DE SAN JUSTO ROJO;2;27/11/2022;ESTUDIANTIL PORTEÑO A;75;HURACAN DE SAN JUSTO ROJO;59
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;OESTE;Club GEI AZUL-RAMOS MEJIA LTC;2;27/11/2022;Club GEI AZUL;82;RAMOS MEJIA LTC;63
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;OESTE;PRESIDENTE DERQUI-ESTUDIANTIL PORTEÑO B;2;27/11/2022;PRESIDENTE DERQUI;89;ESTUDIANTIL PORTEÑO B;57
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;OESTE;MORON A-MIDLAND;2;27/11/2022;MORON A;74;MIDLAND;72
2022;JUVENILES;Playoff;SEMIFINAL;1;OESTE;ESTUDIANTIL PORTEÑO A-MORON A;3;11/12/2022;ESTUDIANTIL PORTEÑO A;85;MORON A;74
2022;JUVENILES;Playoff;SEMIFINAL;1;OESTE;PRESIDENTE DERQUI-Club GEI AZUL;3;11/12/2022;PRESIDENTE DERQUI;109;Club GEI AZUL;68
2022;JUVENILES;Playoff;FINAL;1;OESTE;PRESIDENTE DERQUI-ESTUDIANTIL PORTEÑO A;4;15/12/2022;PRESIDENTE DERQUI;68;ESTUDIANTIL PORTEÑO A;62
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;CENTRO;COLEGIALES BLANCO-APV;1;20/11/2022;COLEGIALES BLANCO;95;APV;45
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;CENTRO;PINOCHO-COMUNICACIONES;1;20/11/2022;PINOCHO;102;COMUNICACIONES;51
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;CENTRO;JOSE HERNANDEZ A-IMPERIO BLANCO;1;20/11/2022;JOSE HERNANDEZ A;57;IMPERIO BLANCO;48
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;CENTRO;GEVP CELESTE-ARQUITECTURA NEGRO;1;20/11/2022;GEVP CELESTE;79;ARQUITECTURA NEGRO;55
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;CENTRO;SAN LORENZO AZUL-ITALIANO;1;20/11/2022;SAN LORENZO AZUL;79;ITALIANO;67
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;CENTRO;PLATENSE MARRON-FERROCARRIL OESTE   B;1;20/11/2022;PLATENSE MARRON;87;FERROCARRIL OESTE   B;43
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;CENTRO;PEDRO ECHAGUE AZUL-ALL BOYS BLANCO;1;20/11/2022;PEDRO ECHAGUE AZUL;89;ALL BOYS BLANCO;63
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;CENTRO;"VILLA MITRE-DEPORTIVO CROVARA  ""A""";1;20/11/2022;VILLA MITRE;74;"DEPORTIVO CROVARA  ""A""";49
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;CENTRO;PINOCHO-PEDRO ECHAGUE AZUL;2;27/11/2022;PINOCHO;84;PEDRO ECHAGUE AZUL;81
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;CENTRO;SAN LORENZO AZUL-GEVP CELESTE;2;27/11/2022;SAN LORENZO AZUL;61;GEVP CELESTE;56
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;CENTRO;PLATENSE MARRON-JOSE HERNANDEZ A;2;27/11/2022;PLATENSE MARRON;74;JOSE HERNANDEZ A;54
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;CENTRO;COLEGIALES BLANCO-VILLA MITRE;2;27/11/2022;COLEGIALES BLANCO;47;VILLA MITRE;70
2022;JUVENILES;Playoff;SEMIFINAL;1;CENTRO;PLATENSE MARRON-VILLA MITRE;3;11/12/2022;PLATENSE MARRON;88;VILLA MITRE;55
2022;JUVENILES;Playoff;SEMIFINAL;1;CENTRO;SAN LORENZO AZUL-PINOCHO;3;11/12/2022;SAN LORENZO AZUL;85;PINOCHO;79
2022;JUVENILES;Playoff;FINAL;1;CENTRO;SAN LORENZO AZUL-PLATENSE MARRON;4;15/12/2022;SAN LORENZO AZUL;86;PLATENSE MARRON;67
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;NORTE;CLUB SPORTIVO PILAR-U.V.V.ADELINA;1;20/11/2022;CLUB SPORTIVO PILAR;73;U.V.V.ADELINA;47
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;NORTE;CAZA Y PESCA A-BANCO PROVINCIA;1;20/11/2022;CAZA Y PESCA A;84;BANCO PROVINCIA;47
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;NORTE;UNION FLORIDA-SOCIAL BECCAR;1;20/11/2022;UNION FLORIDA;73;SOCIAL BECCAR;81
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;NORTE;NAUTICO BUCHARDO A-SPORTIVO VILLA BALLESTER;1;20/11/2022;NAUTICO BUCHARDO A;61;SPORTIVO VILLA BALLESTER;60
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;NORTE;SPORTIVO ESCOBAR-LAS HERAS A;1;20/11/2022;SPORTIVO ESCOBAR;91;LAS HERAS A;37
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;NORTE;CLUB TRES DE FEBRERO BLANCO-ATLETICO BOULOGNE;1;20/11/2022;CLUB TRES DE FEBRERO BLANCO;88;ATLETICO BOULOGNE;41
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;NORTE;NAUTICO HACOAJ BLANCO-BANADE;1;20/11/2022;NAUTICO HACOAJ BLANCO;67;BANADE;56
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;1;NORTE;BANCO NACIÓN-DEPORTIVO SAN ANDRES;1;20/11/2022;BANCO NACIÓN;80;DEPORTIVO SAN ANDRES;79
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;NORTE;CLUB SPORTIVO PILAR-BANCO NACIÓN;2;27/11/2022;CLUB SPORTIVO PILAR;55;BANCO NACIÓN;76
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;NORTE;CAZA Y PESCA A-NAUTICO HACOAJ BLANCO;2;27/11/2022;CAZA Y PESCA A;63;NAUTICO HACOAJ BLANCO;56
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;NORTE;SPORTIVO ESCOBAR-NAUTICO BUCHARDO A;2;27/11/2022;SPORTIVO ESCOBAR;86;NAUTICO BUCHARDO A;62
2022;JUVENILES;Playoff;CUARTOS DE FINAL;1;NORTE;CLUB TRES DE FEBRERO BLANCO-SOCIAL BECCAR;2;27/11/2022;CLUB TRES DE FEBRERO BLANCO;78;SOCIAL BECCAR;66
2022;JUVENILES;Playoff;SEMIFINAL;1;NORTE;CLUB TRES DE FEBRERO BLANCO-BANCO NACIÓN;3;11/12/2022;CLUB TRES DE FEBRERO BLANCO;85;BANCO NACIÓN;64
2022;JUVENILES;Playoff;SEMIFINAL;1;NORTE;SPORTIVO ESCOBAR-CAZA Y PESCA A;3;11/12/2022;SPORTIVO ESCOBAR;89;CAZA Y PESCA A;61
2022;JUVENILES;Playoff;FINAL;1;NORTE;SPORTIVO ESCOBAR-CLUB TRES DE FEBRERO BLANCO;4;15/12/2022;SPORTIVO ESCOBAR;67;CLUB TRES DE FEBRERO BLANCO;64
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;OESTE;UNLAM A-DEFENSORES DE SANTOS LUGARES;1;20/11/2022;UNLAM A;20;DEFENSORES DE SANTOS LUGARES;0
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;OESTE;SAN MIGUEL-SITAS;1;20/11/2022;SAN MIGUEL;111;SITAS;42
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;OESTE;Club GEI BLANCO-CENTRO ESPAÑOL;1;20/11/2022;Club GEI BLANCO;74;CENTRO ESPAÑOL;24
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;OESTE;MORON B-ITALIANO DE JOSE C PAZ;1;20/11/2022;MORON B;77;ITALIANO DE JOSE C PAZ;44
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;OESTE;NOLTING-A.F.A.L.P.  B;1;20/11/2022;NOLTING;20;A.F.A.L.P.  B;0
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;OESTE;CLUB PORTUGUES DEL GRAN BUENOS AIRES-HURACAN DE SAN JUSTO BLANCO;1;20/11/2022;CLUB PORTUGUES DEL GRAN BUENOS AIRES;67;HURACAN DE SAN JUSTO BLANCO;26
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;OESTE;C.A.S.A PADUA B-CIUDADELA NORTE;1;20/11/2022;C.A.S.A PADUA B;59;CIUDADELA NORTE;34
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;OESTE;ARGENTINO DE CASTELAR CENTRO-EL PALOMAR;1;20/11/2022;ARGENTINO DE CASTELAR CENTRO;83;EL PALOMAR;63
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;OESTE;CLUB PORTUGUES DEL GRAN BUENOS AIRES-Club GEI BLANCO;2;27/11/2022;CLUB PORTUGUES DEL GRAN BUENOS AIRES;72;Club GEI BLANCO;59
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;OESTE;UNLAM A-ARGENTINO DE CASTELAR CENTRO;2;27/11/2022;UNLAM A;62;ARGENTINO DE CASTELAR CENTRO;67
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;OESTE;NOLTING-MORON B;2;27/11/2022;NOLTING;59;MORON B;52
2022;JUVENILES;Playoff;SEMIFINAL;2;OESTE;SAN MIGUEL-C.A.S.A PADUA B;3;27/11/2022;SAN MIGUEL;60;C.A.S.A PADUA B;37
2022;JUVENILES;Playoff;SEMIFINAL;2;OESTE;NOLTING-SAN MIGUEL;4;11/12/2022;NOLTING;66;SAN MIGUEL;65
2022;JUVENILES;Playoff;SEMIFINAL;2;OESTE;CLUB PORTUGUES DEL GRAN BUENOS AIRES-ARGENTINO DE CASTELAR CENTRO;4;11/12/2022;CLUB PORTUGUES DEL GRAN BUENOS AIRES;46;ARGENTINO DE CASTELAR CENTRO;51
2022;JUVENILES;Playoff;FINAL;2;OESTE;NOLTING-ARGENTINO DE CASTELAR CENTRO;5;;NOLTING;53;ARGENTINO DE CASTELAR CENTRO;55
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;SUR;DEFENSORES DE BANFIELD-COLON FC;1;20/11/2022;DEFENSORES DE BANFIELD;91;COLON FC;27
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;SUR;COOPERARIOS-SOCIAL LANUS;1;20/11/2022;COOPERARIOS;77;SOCIAL LANUS;37
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;SUR;BOCA JUNIORS AMARILLO-INDEPENDIENTE DE BURZACO;1;20/11/2022;BOCA JUNIORS AMARILLO;71;INDEPENDIENTE DE BURZACO;64
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;SUR;VILLEGAS BASQUET-G.E DE LOMAS DE ZAMORA B;1;20/11/2022;VILLEGAS BASQUET;88;G.E DE LOMAS DE ZAMORA B;60
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;SUR;LOS ANDES-CLUB EL FOGON;1;20/11/2022;LOS ANDES;103;CLUB EL FOGON;29
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;SUR;CLUB SOCIAL EZEIZA-SPORTIVO ALSINA ORO;1;20/11/2022;CLUB SOCIAL EZEIZA;67;SPORTIVO ALSINA ORO;40
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;SUR;CLUB  SOCIAL  ALEJANDRO  KORN-TAPONAZO  FUTBOL CLUB;1;20/11/2022;CLUB  SOCIAL  ALEJANDRO  KORN;66;TAPONAZO  FUTBOL CLUB;49
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;SUR;CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO-LOBOS ATHLETIC CLUB;1;20/11/2022;CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO;39;LOBOS ATHLETIC CLUB;46
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;SUR;DEFENSORES DE BANFIELD-LOBOS ATHLETIC CLUB;2;27/11/2022;DEFENSORES DE BANFIELD;72;LOBOS ATHLETIC CLUB;46
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;SUR;COOPERARIOS-CLUB  SOCIAL  ALEJANDRO  KORN;2;27/11/2022;COOPERARIOS;68;CLUB  SOCIAL  ALEJANDRO  KORN;31
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;SUR;LOS ANDES-VILLEGAS BASQUET;2;27/11/2022;LOS ANDES;50;VILLEGAS BASQUET;64
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;SUR;CLUB SOCIAL EZEIZA-BOCA JUNIORS AMARILLO;2;27/11/2022;CLUB SOCIAL EZEIZA;37;BOCA JUNIORS AMARILLO;50
2022;JUVENILES;Playoff;SEMIFINAL;2;SUR;DEFENSORES DE BANFIELD-BOCA JUNIORS AMARILLO;3;11/12/2022;DEFENSORES DE BANFIELD;54;BOCA JUNIORS AMARILLO;43
2022;JUVENILES;Playoff;SEMIFINAL;2;SUR;COOPERARIOS-VILLEGAS BASQUET;3;11/12/2022;COOPERARIOS;74;VILLEGAS BASQUET;53
2022;JUVENILES;Playoff;FINAL;2;SUR;DEFENSORES DE BANFIELD-COOPERARIOS;5;;DEFENSORES DE BANFIELD;92;COOPERARIOS;94
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;NORTE;PORTEÑO ATLETICO CLUB-CLUB 12 DE OCTUBRE;1;20/11/2022;PORTEÑO ATLETICO CLUB;20;CLUB 12 DE OCTUBRE;0
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;NORTE;PLATENSE BLANCO-NAUTICO BUCHARDO B;1;20/11/2022;PLATENSE BLANCO;58;NAUTICO BUCHARDO B;34
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;NORTE;NAUTICO HACOAJ AZUL-SAN FERNANDO BLANCO;1;20/11/2022;NAUTICO HACOAJ AZUL;61;SAN FERNANDO BLANCO;59
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;NORTE;HEBRAICA-DEP. MORON ROJO;1;20/11/2022;HEBRAICA;20;DEP. MORON ROJO;0
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;NORTE;VICTORIA-LAS HERAS B;1;20/11/2022;VICTORIA;92;LAS HERAS B;34
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;NORTE;CAZA Y PESCA B-COOPERATIVA TORTUGUITAS;1;20/11/2022;CAZA Y PESCA B;74;COOPERATIVA TORTUGUITAS;62
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;NORTE;CENTRO GALICIA-CLUB TRES DE FEBRERO AZUL;1;20/11/2022;CENTRO GALICIA;91;CLUB TRES DE FEBRERO AZUL;71
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;NORTE;UNION VECINAL DE MUNRO-CENTRO GALICIA;2;27/11/2022;UNION VECINAL DE MUNRO;83;CENTRO GALICIA;73
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;NORTE;PORTEÑO ATLETICO CLUB-CAZA Y PESCA B;2;27/11/2022;PORTEÑO ATLETICO CLUB;68;CAZA Y PESCA B;60
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;NORTE;HEBRAICA-NAUTICO HACOAJ AZUL;2;27/11/2022;HEBRAICA;77;NAUTICO HACOAJ AZUL;52
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;NORTE;VICTORIA-PLATENSE BLANCO;2;27/11/2022;VICTORIA;64;PLATENSE BLANCO;47
2022;JUVENILES;Playoff;SEMIFINAL;2;NORTE;UNION VECINAL DE MUNRO-VICTORIA;3;11/12/2022;UNION VECINAL DE MUNRO;53;VICTORIA;72
2022;JUVENILES;Playoff;SEMIFINAL;2;NORTE;HEBRAICA-PORTEÑO ATLETICO CLUB;3;11/12/2022;HEBRAICA;67;PORTEÑO ATLETICO CLUB;42
2022;JUVENILES;Playoff;FINAL;2;NORTE;HEBRAICA-VICTORIA;5;;HEBRAICA;70;VICTORIA;74
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;CENTRO;GEBA-FERROCARRIL OESTE C;1;20/11/2022;GEBA;100;FERROCARRIL OESTE C;14
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;CENTRO;MACABI-CIRCULO URQUIZA;1;20/11/2022;MACABI;89;CIRCULO URQUIZA;50
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;CENTRO;PINOCHO BLANCO-ITALIANO B;1;20/11/2022;PINOCHO BLANCO;68;ITALIANO B;60
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;CENTRO;COPELLO-17 DE AGOSTO;1;20/11/2022;COPELLO;69;17 DE AGOSTO;73
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;CENTRO;EL TALAR-ARGENTINOS JUNIORS;1;20/11/2022;EL TALAR;91;ARGENTINOS JUNIORS;51
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;CENTRO;HARRODS GATH Y CHAVES-INSTITUCION SARMIENTO BLANCO;1;20/11/2022;HARRODS GATH Y CHAVES;118;INSTITUCION SARMIENTO BLANCO;31
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;CENTRO;ARMENIA-VELEZ SARSFIELD AZUL;1;20/11/2022;ARMENIA;71;VELEZ SARSFIELD AZUL;56
2022;JUVENILES;Playoff;OCTAVOS DE FINAL;2;CENTRO;CIUDAD DE BUENOS AIRES B-COLEGIALES NEGRO;1;20/11/2022;CIUDAD DE BUENOS AIRES B;40;COLEGIALES NEGRO;29
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;CENTRO;GEBA-CIUDAD DE BUENOS AIRES B;2;27/11/2022;GEBA;91;CIUDAD DE BUENOS AIRES B;49
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;CENTRO;EL TALAR-17 DE AGOSTO;2;27/11/2022;EL TALAR;104;17 DE AGOSTO;29
2022;JUVENILES;Playoff;CUARTOS DE FINAL;2;CENTRO;HARRODS GATH Y CHAVES-PINOCHO BLANCO;2;27/11/2022;HARRODS GATH Y CHAVES;73;PINOCHO BLANCO;51
