EQUIPO,PJ,PG,PP,NP,PF,PC,DP,puntos
VILLA MITRE,12,11,0,1,296,162,134,22
PINOCHO,10,8,2,0,244,164,80,18
ARQUITECTURA NEGRO A,11,6,5,0,201,156,45,17
EL TALAR,12,4,7,0,320,376,-56,16
ALL BOYS BLANCO,11,4,7,0,178,234,-56,15
COLEGIALES BLANCO,10,3,5,1,150,166,-16,12
ARGENTINOS JUNIORS,12,0,10,2,98,229,-131,10
