anio,categoria,fase,ronda,nivel,zona,grupo,jornada,fecha,local,ptsL,visitante,ptsV,valido
2023.0,CADETES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,19/6/2023,A.F.A.L.P. A,45.0,FERROCARRIL OESTE A,78.0,False
2023.0,CADETES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,19/6/2023,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,55.0,ESTUDIANTIL PORTEÑO A,46.0,False
2023.0,CADETES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,20/6/2023,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,60.0,A.F.A.L.P. A,45.0,False
2023.0,CADETES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,20/6/2023,ESTUDIANTIL PORTEÑO A,45.0,FERROCARRIL OESTE A,65.0,False
2023.0,CADETES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,7/7/2023,RIVER PLATE,86.0,G.E DE LOMAS DE ZAMORA A,77.0,False
2023.0,CADETES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,7/7/2023,OBRAS NORTE,53.0,OBRAS CENTRO,78.0,False
2023.0,CADETES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,8/7/2023,G.E DE LOMAS DE ZAMORA A,73.0,OBRAS NORTE,52.0,False
2023.0,CADETES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,8/7/2023,OBRAS CENTRO,67.0,RIVER PLATE,81.0,False
2023.0,CADETES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,9/7/2023,OBRAS CENTRO,80.0,G.E DE LOMAS DE ZAMORA A,68.0,False
2023.0,CADETES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,9/7/2023,RIVER PLATE,79.0,OBRAS NORTE,78.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,17/6/2023,INSTITUCION SARMIENTO VERDE,67.0,PRESIDENTE DERQUI,74.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,17/6/2023,G.E DE LOMAS DE ZAMORA A,60.0,LANUS A,75.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,19/6/2023,PRESIDENTE DERQUI,72.0,G.E DE LOMAS DE ZAMORA A,58.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,19/6/2023,LANUS A,71.0,INSTITUCION SARMIENTO VERDE,75.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,,LANUS A,70.0,PRESIDENTE DERQUI,75.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,,INSTITUCION SARMIENTO VERDE,78.0,G.E DE LOMAS DE ZAMORA A,66.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,7/7/2023,CAZA Y PESCA A,72.0,CLUB TRES DE FEBRERO BLANCO,89.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,7/7/2023,FERROCARRIL OESTE A,49.0,OBRAS CENTRO,76.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,8/7/2023,CLUB TRES DE FEBRERO BLANCO,75.0,FERROCARRIL OESTE A,55.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,8/7/2023,OBRAS CENTRO,92.0,CAZA Y PESCA A,89.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,9/7/2023,OBRAS CENTRO,82.0,CLUB TRES DE FEBRERO BLANCO,85.0,False
2023.0,INFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,9/7/2023,CAZA Y PESCA A,77.0,FERROCARRIL OESTE A,73.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,17/6/2023,PINOCHO,69.0,OBRAS CENTRO,60.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,17/6/2023,CIUDAD DE BUENOS AIRES A,41.0,CLUB TRES DE FEBRERO BLANCO,45.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,19/6/2023,OBRAS CENTRO,58.0,CIUDAD DE BUENOS AIRES A,65.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,19/6/2023,CLUB TRES DE FEBRERO BLANCO,44.0,PINOCHO,49.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,20/6/2023,CLUB TRES DE FEBRERO BLANCO,67.0,OBRAS CENTRO,46.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,20/6/2023,PINOCHO,64.0,CIUDAD DE BUENOS AIRES A,50.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,17/6/2023,ESTUDIANTIL PORTEÑO A,60.0,INSTITUCION SARMIENTO VERDE,75.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,17/6/2023,G.E DE LOMAS DE ZAMORA A,60.0,LANUS A,74.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,19/6/2023,INSTITUCION SARMIENTO VERDE,69.0,G.E DE LOMAS DE ZAMORA A,49.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,19/6/2023,LANUS A,59.0,ESTUDIANTIL PORTEÑO A,60.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,20/6/2023,LANUS A,82.0,INSTITUCION SARMIENTO VERDE,84.0,False
2023.0,PREINFANTILES,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,20/6/2023,ESTUDIANTIL PORTEÑO A,64.0,G.E DE LOMAS DE ZAMORA A,53.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,6/8/2023,SPORTIVO ESCOBAR,0.0,ARGENTINO DE CASTELAR NORTE,20.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,6/8/2023,BERAZATEGUI,60.0,OBRAS CENTRO,118.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,6/8/2023,ARGENTINO DE CASTELAR NORTE,88.0,BERAZATEGUI,41.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,6/8/2023,OBRAS CENTRO,20.0,SPORTIVO ESCOBAR,0.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,20/8/2023,OBRAS CENTRO,112.0,ARGENTINO DE CASTELAR NORTE,86.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,20/8/2023,SPORTIVO ESCOBAR,97.0,BERAZATEGUI,71.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,6/8/2023,QUILMES A.C.,70.0,ARQUITECTURA NEGRO,54.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,1.0,6/8/2023,UNION FLORIDA,55.0,INSTITUCION SARMIENTO VERDE,68.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,6/8/2023,QUILMES A.C.,84.0,UNION FLORIDA,60.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,2.0,6/8/2023,ARQUITECTURA NEGRO,51.0,INSTITUCION SARMIENTO VERDE,86.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,12/8/2023,QUILMES A.C.,62.0,INSTITUCION SARMIENTO VERDE,76.0,False
2023.0,MINI,Desconocida,Desconocida,Desconocido,Desconocido,Desconocido,3.0,12/8/2023,ARQUITECTURA NEGRO,58.0,UNION FLORIDA,69.0,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
