anio,ronda,nivel,zona,grupo,cantidad_tiras,equipos
2023.0,2da Fase,1,NORTE,A,8,"ATLETICO BOULOGNE, BANADE, BANCO PROVINCIA, CAZA Y PESCA A, NAUTICO BUCHARDO A, SAN FERNANDO AZUL, SOCIAL BECCAR, UNION VECINAL DE MUNRO"
2023.0,1ra Fase,1,NORTE,B,6,"ATLETICO BOULOGNE, CAZA Y PESCA A, CIUDAD DE BUENOS AIRES A, NAUTICO HACOAJ BLANCO, RIVER PLATE, SPORTIVO ESCOBAR"
2023.0,2da Fase,1,NORTE,B,8,"BANCO NACIÓN, CIUDAD DE BUENOS AIRES A, CLUB ATLETICO PILAR, CLUB SPORTIVO PILAR, LAS HERAS A, NAUTICO HACOAJ BLANCO, SPORTIVO VILLA BALLESTER, UNION FLORIDA"
2023.0,1ra Fase,2,NORTE,A,6,"CLUB TRES DE FEBRERO AZUL, LAS HERAS A, NAUTICO BUCHARDO A, SPORTIVO VILLA BALLESTER, U.V.V.ADELINA, UNION VECINAL DE MUNRO"
2023.0,2da Fase,2,NORTE,A,8,"BANCO PROVINCIA B, BELLA VISTA, CAZA Y PESCA B, CENTRO GALICIA, LAS HERAS B, NAUTICO BUCHARDO B, U.V.V.ADELINA, VICTORIA"
2023.0,1ra Fase,2,NORTE,B,6,"BANADE, BANCO NACIÓN, BANCO PROVINCIA, CLUB ATLETICO PILAR, DEPORTIVO SAN ANDRES, VICTORIA"
2023.0,2da Fase,2,NORTE,B,8,"CLUB 12 DE OCTUBRE, CLUB TRES DE FEBRERO AZUL, COOPERATIVA TORTUGUITAS, DEPORTIVO SAN ANDRES, HEBRAICA, NAUTICO HACOAJ AZUL, PLATENSE BLANCO, SAN FERNANDO BLANCO"
2023.0,1ra Fase,3,NORTE,A,6,"CENTRO GALICIA, CLUB 12 DE OCTUBRE, COOPERATIVA TORTUGUITAS, LAS HERAS B, NAUTICO BUCHARDO B, NAUTICO HACOAJ AZUL"
2023.0,1ra Fase,3,NORTE,B,6,"BANCO PROVINCIA B, BELLA VISTA, CAZA Y PESCA B, HEBRAICA, PLATENSE BLANCO, SAN FERNANDO BLANCO"
2023.0,1ra Fase,1,OESTE,A,6,"ARGENTINO DE CASTELAR NORTE, Club GEI AZUL, ESTUDIANTIL PORTEÑO A, LOS INDIOS DE MORENO NEGRO, PRESIDENTE DERQUI, RAMOS MEJIA LTC"
2023.0,2da Fase,1,OESTE,A,8,"A.F.A.L.P. A, C.A.S.A PADUA A, HURACAN DE SAN JUSTO ROJO, NOLTING, PORTEÑO ATLETICO CLUB, PRESIDENTE DERQUI, RAMOS MEJIA LTC, UNITARIOS DE MARCOS PAZ"
2023.0,1ra Fase,1,OESTE,B,6,"A.F.A.L.P. A, C.A.S.A PADUA A, CLARIDAD, INSTITUCION SARMIENTO VERDE, MIDLAND, MORON A"
2023.0,2da Fase,1,OESTE,B,8,"CLARIDAD, Club GEI AZUL, DEFENSORES DE HURLINGHAM VERDE, DEP. MORON BLANCO, LEANDRO N ALEM, LOS INDIOS DE MORENO NEGRO, MIDLAND, SAN MIGUEL"
2023.0,1ra Fase,2,OESTE,A,6,"CEDEM, DEP. MORON BLANCO, ESTUDIANTIL PORTEÑO B, HURACAN DE SAN JUSTO ROJO, PORTEÑO ATLETICO CLUB, SAN MIGUEL"
2023.0,2da Fase,2,OESTE,A,8,"A.F.A.L.P. B, ARGENTINO DE CASTELAR CENTRO, CEDEM, CENTRO ESPAÑOL, CLUB PORTUGUES DEL GRAN BUENOS AIRES, EL PALOMAR, INSTITUCION SARMIENTO BLANCO, UNLAM A"
2023.0,2da Fase,2,OESTE,B,8,"C.A.S.A PADUA B, CIUDADELA NORTE, Club GEI BLANCO, DEFENSORES DE SANTOS LUGARES, ESTUDIANTIL PORTEÑO B, LOS INDIOS DE MORENO BLANCO, MORON B, SITAS"
2023.0,1ra Fase,2,OESTE,UNICO,6,"DEFENSORES DE HURLINGHAM VERDE, LEANDRO N ALEM, LOS INDIOS DE MORENO BLANCO, NOLTING, UNITARIOS DE MARCOS PAZ, UNLAM A"
2023.0,1ra Fase,3,OESTE,A,6,"ARGENTINO DE CASTELAR CENTRO, DEP. MORON ROJO, EL PALOMAR, ESTUDIANTIL PORTEÑO ""C"", MORON B, SITAS"
2023.0,1ra Fase,3,OESTE,B,6,"C.A.S.A PADUA B, CENTRO ESPAÑOL, CIUDADELA NORTE, CLUB PORTUGUES DEL GRAN BUENOS AIRES, DEFENSORES DE MORENO, SAN MIGUEL BLANCO"
2023.0,1ra Fase,3,OESTE,UNICO,6,"A.F.A.L.P. B, Club GEI BLANCO, DEFENSORES DE SANTOS LUGARES, HURACAN DE SAN JUSTO BLANCO, INSTITUCION SARMIENTO BLANCO, ITALIANO DE JOSE C PAZ"
2023.0,2da Fase,3,OESTE,UNICO,6,"DEFENSORES DE MORENO, DEP. MORON ROJO, ESTUDIANTIL PORTEÑO ""C"", HURACAN DE SAN JUSTO BLANCO, ITALIANO DE JOSE C PAZ, SAN MIGUEL BLANCO"
2023.0,1ra Fase,1,SUR,A,6,"CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL, LANUS A, QUILMES A.C., RACING CLUB, TRISTAN SUAREZ, WILDE SPORTING"
2023.0,2da Fase,1,SUR,A,8,"BURZACO FC A, CAÑUELAS FC, CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL, LOS ANDES, OLIMPO, RACING CLUB, TEMPERLEY, VARELA JRS"
2023.0,1ra Fase,1,SUR,B,6,"BERAZATEGUI, BOCA JUNIORS AZUL, CAÑUELAS FC, G.E DE LOMAS DE ZAMORA A, INDEPENDIENTE, TEMPERLEY"
2023.0,2da Fase,1,SUR,B,8,"BERAZATEGUI, CLUB ATLETICO BERNAL, COOPERARIOS, DEFENSORES DE BANFIELD, INDEPENDIENTE, MONTE GRANDE, TRISTAN SUAREZ, WILDE SPORTING"
2023.0,1ra Fase,2,SUR,A,6,"CLUB ATLETICO BERNAL, DEFENSORES DE BANFIELD, DEFENSORES DE GLEW, LOBOS ATHLETIC CLUB, OLIMPO, VARELA JRS"
2023.0,2da Fase,2,SUR,A,8,"CLUB ATLETICO PAMPERO, CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO, DEFENSORES DE GLEW, GUILLON BASQUET, JUVENTUD UNIDA, LANUS B, LUZ Y ARTE, VILLA ESPAÑA"
2023.0,2da Fase,2,SUR,B,8,"BOCA JUNIORS AMARILLO, CLUB SOCIAL ALEJANDRO KORN, COUNTRY BANFIELD, G.E DE LOMAS DE ZAMORA B, INDEPENDIENTE DE BURZACO, LOBOS ATHLETIC CLUB, SPORTIVO ALSINA, VILLEGAS BASQUET"
2023.0,1ra Fase,2,SUR,UNICO,6,"BURZACO FC A, COOPERARIOS, COUNTRY BANFIELD, LANUS B, LOS ANDES, MONTE GRANDE"
2023.0,1ra Fase,3,SUR,A,5,"BOCA JUNIORS AMARILLO, CLUB  ATLETICO Y PROGRESO DE BRANDSEN, INDEPENDIENTE DE BURZACO, SOCIAL LANUS, VILLA ESPAÑA"
2023.0,3ra Fase,3,SUR,A,6,"CLUB EL FOGON, COLON FC, LA UNION, MORENO DE QUILMES, MUNICIPALIDAD DE AVELLANEDA, SOCIAL LANUS"
2023.0,1ra Fase,3,SUR,B,6,"CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO, COLON FC, G.E DE LOMAS DE ZAMORA B, LUZ Y ARTE, MORENO DE QUILMES, MUNICIPALIDAD DE AVELLANEDA"
2023.0,3ra Fase,3,SUR,B,5,"CLUB  ATLETICO Y PROGRESO DE BRANDSEN, CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS, CLUB SOCIAL EZEIZA, TALLERES, TAPONAZO  FUTBOL CLUB"
2023.0,1ra Fase,3,SUR,C,6,"CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS, CLUB SOCIAL ALEJANDRO KORN, CLUB SOCIAL EZEIZA, GUILLON BASQUET, JUVENTUD UNIDA, LA UNION"
2023.0,1ra Fase,3,SUR,D,6,"CLUB ATLETICO PAMPERO, CLUB EL FOGON, SPORTIVO ALSINA, TALLERES, TAPONAZO  FUTBOL CLUB, VILLEGAS BASQUET"
2023.0,2da Fase,3,SUR,UNICO,11,"CLUB  ATLETICO Y PROGRESO DE BRANDSEN, CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS, CLUB EL FOGON, CLUB SOCIAL EZEIZA, COLON FC, LA UNION, MORENO DE QUILMES, MUNICIPALIDAD DE AVELLANEDA, SOCIAL LANUS, TALLERES, TAPONAZO  FUTBOL CLUB"
2024.0,1ra Fase,1,CENTRO,A,6,"COMUNICACIONES, FERROCARRIL OESTE A, GEVP BLANCO, OBRAS CENTRO, VELEZ SARSFIELD BLANCO, VILLA MITRE"
2024.0,3ra Fase,1,CENTRO,A,8,"17 DE AGOSTO, ALL BOYS BLANCO, COLEGIALES BLANCO, DEPORTIVO CROVARA  ""A"", IMPERIO BLANCO, ITALIANO, JOSE HERNANDEZ A, PLATENSE MARRON"
2024.0,2da Fase,1,CENTRO,A-B,12,"ARQUITECTURA NEGRO, COMUNICACIONES, FERROCARRIL OESTE A, GEVP BLANCO, IMPERIO BLANCO, ITALIANO, OBRAS CENTRO, PEDRO ECHAGUE AZUL, PINOCHO, SAN LORENZO AZUL, VELEZ SARSFIELD BLANCO, VILLA MITRE"
2024.0,1ra Fase,1,CENTRO,B,6,"ARQUITECTURA NEGRO, IMPERIO BLANCO, ITALIANO, PEDRO ECHAGUE AZUL, PINOCHO, SAN LORENZO AZUL"
2024.0,3ra Fase,1,CENTRO,B,8,"APV, ARQUITECTURA NEGRO, EL TALAR, FERROCARRIL OESTE B, GEVP CELESTE, HARRODS GATH Y CHAVES, LIBRE, VILLA MITRE"
2024.0,1ra Fase,2,CENTRO,A,6,"17 DE AGOSTO, COLEGIALES BLANCO, DEPORTIVO CROVARA  ""A"", EL TALAR, JOSE HERNANDEZ A, UNIVERSIDAD DE BUENOS AIRES"
2024.0,3ra Fase,2,CENTRO,A,7,"ARQUITECTURA BLANCO, DEPORTIVO CROVARA B, ESTRELLA DE BOEDO, GEBA, NAUTICO BUCHARDO B, PINOCHO BLANCO, SAN LORENZO ROJO"
2024.0,2da Fase,2,CENTRO,A-B,12,"17 DE AGOSTO, ALL BOYS BLANCO, APV, COLEGIALES BLANCO, DEPORTIVO CROVARA  ""A"", EL TALAR, FERROCARRIL OESTE B, GEVP CELESTE, HARRODS GATH Y CHAVES, JOSE HERNANDEZ A, PLATENSE MARRON, UNIVERSIDAD DE BUENOS AIRES"
2024.0,1ra Fase,2,CENTRO,B,6,"ALL BOYS BLANCO, APV, FERROCARRIL OESTE B, GEVP CELESTE, HARRODS GATH Y CHAVES, PLATENSE MARRON"
2024.0,3ra Fase,2,CENTRO,B,7,"ALDO BONZI, ARMENIA, CIRCULO URQUIZA AZUL, COLEGIALES NEGRO, JOSE HERNANDEZ B, PLATENSE BLANCO, YUPANQUI"
2024.0,3ra Fase,2,CENTRO,C,7,"ARGENTINOS JUNIORS, CIUDAD DE BUENOS AIRES B, COPELLO, FERROCARRIL OESTE C, JUVENCIA, RACING ANEXO, VELEZ SARSFIELD AZUL"
2024.0,1ra Fase,3,CENTRO,A,6,"ALDO BONZI, DEPORTIVO CROVARA B, JOSE HERNANDEZ B, JUVENCIA, NUEVA CHICAGO, YUPANQUI"
2024.0,3ra Fase,3,CENTRO,A,8,"BOCA JUNIORS AMARILLO, CLUB ATLETICO HURACAN, HURACAN DE SAN JUSTO BLANCO, ITALIANO B, MACABI, NUEVA CHICAGO, PEDRO ECHAGUE AMARILLO, UNIVERSIDAD DE BUENOS AIRES"
2024.0,2da Fase,3,CENTRO,A-B,12,"ALDO BONZI, ARGENTINOS JUNIORS, COLEGIALES NEGRO, DEPORTIVO CROVARA B, ESTRELLA DE BOEDO, JOSE HERNANDEZ B, JUVENCIA, NUEVA CHICAGO, PINOCHO BLANCO, RACING ANEXO, VELEZ SARSFIELD AZUL, YUPANQUI"
2024.0,1ra Fase,3,CENTRO,B,6,"ARGENTINOS JUNIORS, COLEGIALES NEGRO, ESTRELLA DE BOEDO, PINOCHO BLANCO, RACING ANEXO, VELEZ SARSFIELD AZUL"
2024.0,3ra Fase,3,CENTRO,B,8,"ALL BOYS NEGRO, CIRCULO URQUIZA BLANCO, IMPERIO NEGRO, ITALIANO B, MACABI, PEDRO ECHAGUE AMARILLO, PINOCHO VERDE, UNIVERSIDAD DE BUENOS AIRES"
2024.0,1ra Fase,3,CENTRO,C,6,"ALL BOYS DE SAAVEDRA, ARMENIA, CIRCULO URQUIZA AZUL, FERROCARRIL OESTE C, GEBA, ITALIANO B"
2024.0,2da Fase,3,CENTRO,C-D,12,"ALL BOYS DE SAAVEDRA, ALL BOYS NEGRO, ARMENIA, CIRCULO URQUIZA AZUL, COPELLO, FERROCARRIL OESTE C, GEBA, IMPERIO NEGRO, ITALIANO B, MACABI, PEDRO ECHAGUE AMARILLO, SAN LORENZO ROJO"
2024.0,1ra Fase,3,CENTRO,D,6,"ALL BOYS NEGRO, COPELLO, IMPERIO NEGRO, MACABI, PEDRO ECHAGUE AMARILLO, SAN LORENZO ROJO"
2024.0,3ra Fase,INTERCONFERENCIA A,INTERCONFERENCIA,A,8,"CAZA Y PESCA A, ESTUDIANTIL PORTEÑO A, FERROCARRIL OESTE A, G.E DE LOMAS DE ZAMORA A, INSTITUCION SARMIENTO VERDE, LANUS A, PINOCHO, RIVER PLATE"
2024.0,3ra Fase,INTERCONFERENCIA A,INTERCONFERENCIA,B,8,"ARGENTINO DE CASTELAR NORTE, BOCA JUNIORS AZUL, CLUB TRES DE FEBRERO BLANCO, GEVP BLANCO, MORON A, PEDRO ECHAGUE AZUL, PRESIDENTE DERQUI, WILDE SPORTING"
2024.0,3ra Fase,INTERCONFERENCIA B,INTERCONFERENCIA,A,8,"CIUDAD DE BUENOS AIRES A, CLUB SPORTIVO PILAR, COMUNICACIONES, OBRAS CENTRO, SAN FERNANDO AZUL, SAN LORENZO AZUL, SPORTIVO ESCOBAR, VELEZ SARSFIELD BLANCO"
2024.0,3ra Fase,INTERCONFERENCIA B,INTERCONFERENCIA,B,8,"BERAZATEGUI, C.A.S.A PADUA A, CLARIDAD, Club GEI AZUL, LOS INDIOS DE MORENO NEGRO, QUILMES A.C., TRISTAN SUAREZ, VARELA JRS"
2024.0,1ra Fase,1,NORTE,A,6,"CAZA Y PESCA A, CLUB ATLETICO PILAR, CLUB SPORTIVO PILAR, CLUB TRES DE FEBRERO BLANCO, PRESIDENTE DERQUI, SPORTIVO ESCOBAR"
2024.0,3ra Fase,1,NORTE,A,8,"ATLETICO BOULOGNE, BANCO PROVINCIA, CENTRO GALICIA, CLUB ATLETICO PILAR, NAUTICO BUCHARDO A, SOCIAL BECCAR, SPORTIVO VILLA BALLESTER, UNION VECINAL DE MUNRO"
2024.0,2da Fase,1,NORTE,A-B,12,"ATLETICO BOULOGNE, CAZA Y PESCA A, CIUDAD DE BUENOS AIRES A, CLUB ATLETICO PILAR, CLUB SPORTIVO PILAR, CLUB TRES DE FEBRERO BLANCO, OBRAS NORTE, PRESIDENTE DERQUI, RIVER PLATE, SAN FERNANDO AZUL, SPORTIVO ESCOBAR, UNION FLORIDA"
2024.0,1ra Fase,1,NORTE,B,6,"ATLETICO BOULOGNE, CIUDAD DE BUENOS AIRES A, OBRAS NORTE, RIVER PLATE, SAN FERNANDO AZUL, UNION FLORIDA"
2024.0,3ra Fase,1,NORTE,B,8,"BANADE, BANCO NACIÓN, DEPORTIVO SAN ANDRES, LAS HERAS A, NAUTICO HACOAJ BLANCO, OBRAS NORTE, UNION FLORIDA, VICTORIA"
2024.0,1ra Fase,2,NORTE,A,6,"BANADE, BANCO PROVINCIA, LAS HERAS A, SPORTIVO VILLA BALLESTER, UNION VECINAL DE MUNRO, VICTORIA"
2024.0,2da Fase,2,NORTE,A-B,12,"BANADE, BANCO NACIÓN, BANCO PROVINCIA, CENTRO GALICIA, DEPORTIVO SAN ANDRES, LAS HERAS A, NAUTICO BUCHARDO A, NAUTICO HACOAJ BLANCO, SOCIAL BECCAR, SPORTIVO VILLA BALLESTER, UNION VECINAL DE MUNRO, VICTORIA"
2024.0,1ra Fase,2,NORTE,B,6,"BANCO NACIÓN, CENTRO GALICIA, DEPORTIVO SAN ANDRES, NAUTICO BUCHARDO A, NAUTICO HACOAJ BLANCO, SOCIAL BECCAR"
2024.0,3ra Fase,2,NORTE,UNICO,8,"BELLA VISTA, CLUB SOCIAL Y DEPORTIVO ARENAL, CLUB TRES DE FEBRERO AZUL, COOPERATIVA TORTUGUITAS, HEBRAICA, INDEPENDIENTE DE ESCOBAR, SAN FERNANDO BLANCO, U.V.V.ADELINA"
2024.0,1ra Fase,3,NORTE,A,6,"BELLA VISTA, CAZA Y PESCA B, CLUB TRES DE FEBRERO AZUL, LAS HERAS B, SAN FERNANDO BLANCO, U.V.V.ADELINA"
2024.0,3ra Fase,3,NORTE,A,7,"ALL BOYS DE SAAVEDRA, BANADE AMARILLO, CAZA Y PESCA B, CLUB 12 DE OCTUBRE, LIBRE, NAUTICO HACOAJ AZUL, VICTORIA FLEX"
2024.0,2da Fase,3,NORTE,A-B,12,"ARQUITECTURA BLANCO, BELLA VISTA, CIRCULO URQUIZA BLANCO, CIUDAD DE BUENOS AIRES B, CLUB SOCIAL Y DEPORTIVO ARENAL, CLUB TRES DE FEBRERO AZUL, HEBRAICA, LAS HERAS B, NAUTICO BUCHARDO B, PINOCHO VERDE, PLATENSE BLANCO, U.V.V.ADELINA"
2024.0,1ra Fase,3,NORTE,B,6,"ARQUITECTURA BLANCO, CIRCULO URQUIZA BLANCO, CIUDAD DE BUENOS AIRES B, NAUTICO BUCHARDO B, PINOCHO VERDE, PLATENSE BLANCO"
2024.0,2da Fase,3,NORTE,B,6,"CAZA Y PESCA B, CLUB 12 DE OCTUBRE, COOPERATIVA TORTUGUITAS, INDEPENDIENTE DE ESCOBAR, NAUTICO HACOAJ AZUL, SAN FERNANDO BLANCO"
2024.0,3ra Fase,3,NORTE,B,7,"ALL BOYS DE SAAVEDRA, ATLETICO BOULOGNE FLEX, BANADE AMARILLO, CIRCULO URQUIZA BLANCO, CLUB 12 DE OCTUBRE, LAS HERAS B, VICTORIA FLEX"
2024.0,1ra Fase,3,NORTE,C,6,"CLUB 12 DE OCTUBRE, CLUB SOCIAL Y DEPORTIVO ARENAL, COOPERATIVA TORTUGUITAS, HEBRAICA, INDEPENDIENTE DE ESCOBAR, NAUTICO HACOAJ AZUL"
2024.0,3ra Fase,3,NORTE,UNICO,7,"ALL BOYS DE SAAVEDRA, ATLETICO BOULOGNE FLEX, CAZA Y PESCA B, CIRCULO URQUIZA BLANCO, CLUB 12 DE OCTUBRE, LAS HERAS B, NAUTICO HACOAJ AZUL"
2024.0,1ra Fase,1,OESTE,A,6,"ARGENTINO DE CASTELAR NORTE, C.A.S.A PADUA A, DEFENSORES DE HURLINGHAM VERDE, ESTUDIANTIL PORTEÑO A, LOS INDIOS DE MORENO NEGRO, UNITARIOS DE MARCOS PAZ"
2024.0,3ra Fase,1,OESTE,A,8,"A.F.A.L.P. A, C.A.S.A PADUA B, CEDEM, DEFENSORES DE SANTOS LUGARES, DEP. MORON BLANCO, MIDLAND, NOLTING, SAN MIGUEL"
2024.0,2da Fase,1,OESTE,A-B,12,"A.F.A.L.P. A, ARGENTINO DE CASTELAR NORTE, C.A.S.A PADUA A, CLARIDAD, Club GEI AZUL, DEFENSORES DE HURLINGHAM VERDE, ESTUDIANTIL PORTEÑO A, HURACAN DE SAN JUSTO ROJO, INSTITUCION SARMIENTO VERDE, LOS INDIOS DE MORENO NEGRO, MORON A, UNITARIOS DE MARCOS PAZ"
2024.0,1ra Fase,1,OESTE,B,6,"A.F.A.L.P. A, CLARIDAD, Club GEI AZUL, HURACAN DE SAN JUSTO ROJO, INSTITUCION SARMIENTO VERDE, MORON A"
2024.0,3ra Fase,1,OESTE,B,8,"ARGENTINO DE CASTELAR CENTRO, CENTRO ESPAÑOL, DEFENSORES DE HURLINGHAM VERDE, ESTUDIANTIL PORTEÑO B, HURACAN DE SAN JUSTO ROJO, LOS INDIOS DE MORENO BLANCO, PORTEÑO ATLETICO CLUB, RAMOS MEJIA LTC"
2024.0,1ra Fase,2,OESTE,A,6,"CEDEM, INSTITUCION SARMIENTO BLANCO, LEANDRO N ALEM, NOLTING, RAMOS MEJIA LTC, SAN MIGUEL"
2024.0,3ra Fase,2,OESTE,A,7,"CLUB PORTUGUES DEL GRAN BUENOS AIRES, DEP. MORON ROJO, LIBRE, MORON B, SAN MIGUEL BLANCO, UNITARIOS DE MARCOS PAZ, UNLAM A"
2024.0,2da Fase,2,OESTE,A-B,12,"ARGENTINO DE CASTELAR CENTRO, C.A.S.A PADUA B, CEDEM, DEP. MORON BLANCO, INSTITUCION SARMIENTO BLANCO, LEANDRO N ALEM, LOS INDIOS DE MORENO BLANCO, MIDLAND, NOLTING, PORTEÑO ATLETICO CLUB, RAMOS MEJIA LTC, SAN MIGUEL"
2024.0,1ra Fase,2,OESTE,B,6,"ARGENTINO DE CASTELAR CENTRO, C.A.S.A PADUA B, DEP. MORON BLANCO, LOS INDIOS DE MORENO BLANCO, MIDLAND, PORTEÑO ATLETICO CLUB"
2024.0,3ra Fase,2,OESTE,B,6,"CIUDADELA NORTE, CLUB CEPA, Club GEI BLANCO, EL PALOMAR, EL PORVENIR, SITAS"
2024.0,1ra Fase,3,OESTE,A,5,"A.F.A.L.P. B, ARGENTINO DE CASTELAR CENTRO, CLUB CEPA, CLUB PORTUGUES DEL GRAN BUENOS AIRES, DEFENSORES DE MORENO"
2024.0,3ra Fase,3,OESTE,A,8,"A.F.A.L.P. B, DEFENSORES DE HURLINGHAM  BLANCO, DEFENSORES DE MORENO, INSTITUCION SARMIENTO BLANCO, ITALIANO DE JOSE C PAZ, LEANDRO N ALEM, MUNICIPALIDAD DE HURLINGHAM, SPORTIVO HAEDO"
2024.0,2da Fase,3,OESTE,A-B,11,"A.F.A.L.P. B, ARGENTINO DE CASTELAR CENTRO, CENTRO ESPAÑOL, CIUDADELA NORTE, CLUB CEPA, CLUB PORTUGUES DEL GRAN BUENOS AIRES, DEFENSORES DE MORENO, EL PALOMAR, ESTUDIANTIL PORTEÑO B, SITAS, UNLAM A"
2024.0,1ra Fase,3,OESTE,B,6,"CENTRO ESPAÑOL, CIUDADELA NORTE, EL PALOMAR, ESTUDIANTIL PORTEÑO B, SITAS, UNLAM A"
2024.0,3ra Fase,3,OESTE,B,9,"A.F.A.L.P. B, ARGENTINO DE CASTELAR CENTRO, DEFENSORES DE MORENO, HURACAN DE SAN JUSTO BLANCO, ITALIANO DE JOSE C PAZ, LEANDRO N ALEM, MUNICIPALIDAD DE HURLINGHAM, PASO DEL REY, SOCIEDAD ATLETICA PABELLON ARGENTINO"
2024.0,1ra Fase,3,OESTE,C,5,"Club GEI BLANCO, DEFENSORES DE SANTOS LUGARES, DEP. MORON ROJO, HURACAN DE SAN JUSTO BLANCO, MORON B"
2024.0,2da Fase,3,OESTE,C-D,10,"Club GEI BLANCO, DEFENSORES DE HURLINGHAM  BLANCO, DEFENSORES DE SANTOS LUGARES, DEP. MORON ROJO, EL PORVENIR, HURACAN DE SAN JUSTO BLANCO, ITALIANO DE JOSE C PAZ, MORON B, SAN MIGUEL BLANCO, SOCIEDAD ATLETICA PABELLON ARGENTINO"
2024.0,1ra Fase,3,OESTE,D,5,"DEFENSORES DE HURLINGHAM  BLANCO, EL PORVENIR, ITALIANO DE JOSE C PAZ, SAN MIGUEL BLANCO, SOCIEDAD ATLETICA PABELLON ARGENTINO"
2024.0,1ra Fase,1,SUR,A,6,"BERAZATEGUI, LANUS A, QUILMES A.C., RACING CLUB, TEMPERLEY, WILDE SPORTING"
2024.0,3ra Fase,1,SUR,A,8,"BURZACO FC A, CLUB ATLETICO BERNAL, CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL, DEFENSORES DE GLEW, LOBOS ATHLETIC CLUB, LOS ANDES, MONTE GRANDE, RACING CLUB"
2024.0,2da Fase,1,SUR,A-B,12,"BERAZATEGUI, BOCA JUNIORS AZUL, CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL, G.E DE LOMAS DE ZAMORA A, INDEPENDIENTE, LANUS A, QUILMES A.C., RACING CLUB, TEMPERLEY, TRISTAN SUAREZ, VARELA JRS, WILDE SPORTING"
2024.0,1ra Fase,1,SUR,B,6,"BOCA JUNIORS AZUL, CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL, G.E DE LOMAS DE ZAMORA A, INDEPENDIENTE, TRISTAN SUAREZ, VARELA JRS"
2024.0,3ra Fase,1,SUR,B,8,"CAÑUELAS FC, CLUB SOCIAL ALEJANDRO KORN, COOPERARIOS, DEFENSORES DE BANFIELD, INDEPENDIENTE, LANUS B, OLIMPO, TEMPERLEY"
2024.0,1ra Fase,2,SUR,A,6,"BURZACO FC A, CLUB ATLETICO BERNAL, CLUB SOCIAL ALEJANDRO KORN, LOS ANDES, MONTE GRANDE, OLIMPO"
2024.0,3ra Fase,2,SUR,A,8,"CLUB  ATLETICO Y PROGRESO DE BRANDSEN, CLUB ATLETICO PAMPERO, CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO, GUILLON BASQUET, JUVENTUD UNIDA, LUZ Y ARTE, MORENO DE QUILMES, VILLEGAS BASQUET"
2024.0,2da Fase,2,SUR,A-B,12,"BURZACO FC A, CAÑUELAS FC, CLUB ATLETICO BERNAL, CLUB SOCIAL ALEJANDRO KORN, COOPERARIOS, DEFENSORES DE BANFIELD, DEFENSORES DE GLEW, LANUS B, LOBOS ATHLETIC CLUB, LOS ANDES, MONTE GRANDE, OLIMPO"
2024.0,1ra Fase,2,SUR,B,6,"CAÑUELAS FC, COOPERARIOS, DEFENSORES DE BANFIELD, DEFENSORES DE GLEW, LANUS B, LOBOS ATHLETIC CLUB"
2024.0,3ra Fase,2,SUR,B,8,"CLUB EL FOGON, CLUB SOCIAL EZEIZA, COLON FC, COUNTRY BANFIELD, G.E DE LOMAS DE ZAMORA B, INDEPENDIENTE DE BURZACO, MUNICIPALIDAD DE AVELLANEDA, SPORTIVO ALSINA"
2024.0,1ra Fase,3,SUR,A,6,"BOCA JUNIORS AMARILLO, CLUB EL FOGON, G.E DE LOMAS DE ZAMORA B, LUZ Y ARTE, MUNICIPALIDAD DE AVELLANEDA, SPORTIVO ALSINA"
2024.0,3ra Fase,3,SUR,A,10,"ARGENTINO DE QUILMES, CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS, COUNTRY BANFIELD flex, LA UNION, OLIMPO Flex, OLIMPO flex, SOCIAL LANUS, TALLERES, TAPONAZO  FUTBOL CLUB, VILLA ESPAÑA"
2024.0,2da Fase,3,SUR,A-B,12,"ARGENTINO DE QUILMES, BOCA JUNIORS AMARILLO, CLUB  ATLETICO Y PROGRESO DE BRANDSEN, CLUB EL FOGON, G.E DE LOMAS DE ZAMORA B, JUVENTUD UNIDA, LA UNION, LUZ Y ARTE, MORENO DE QUILMES, MUNICIPALIDAD DE AVELLANEDA, SPORTIVO ALSINA, VILLA ESPAÑA"
2024.0,1ra Fase,3,SUR,B,6,"ARGENTINO DE QUILMES, CLUB  ATLETICO Y PROGRESO DE BRANDSEN, JUVENTUD UNIDA, LA UNION, MORENO DE QUILMES, VILLA ESPAÑA"
