EQUIPO,PJ,PG,PP,NP,PF,PC,DP,puntos
FERROCARRIL OESTE VERDE (A),9,8,0,0,230,119,111,17
GEBA,10,5,2,1,160,106,54,14
PEDRO ECHAGUE AZUL A,11,3,4,4,104,128,-24,10
SAN LORENZO AZUL,10,3,1,4,100,82,18,9
ITALIANO,9,1,7,1,44,118,-74,9
IMPERIO BLANCO A,7,1,5,1,60,137,-77,7
MACABI,8,1,3,3,58,66,-8,6
