EQUIPO,PJ,PG,PP,NP,PF,PC,DP,puntos
ARMENIA,9,6,2,1,108,80,28,14
RACING ANEXO,8,5,1,2,78,44,34,11
ESTRELLA DE BOEDO,8,1,6,0,106,130,-24,9
CLUB ATLETICO HURACAN DE PARQUE PATRICIOS,8,3,2,3,94,76,18,8
PEDRO ECHAGUE AMARILLO B,7,1,3,2,40,54,-14,6
ALL BOYS DE SAAVEDRA,3,1,1,1,18,40,-22,3
NUEVA CHICAGO,1,0,0,1,0,20,-20,0
