anio;categoria;fase;ronda;nivel;zona;grupo;jornada;fecha;local;ptsL;visitante;ptsV
2019;JUVENILES;FINAL FOUR;FINAL;2;INTERCONFERENCIA;NAUTICO BUCHARDO A-DEFENSORES DE BANFIELD;1;;NAUTICO BUCHARDO A;76;DEFENSORES DE BANFIELD;64
2019;JUVENILES;FINAL FOUR;FINAL;1;INTERCONFERENCIA;SAN LORENZO AZUL-RACING CLUB;1;;SAN LORENZO AZUL;66;RACING CLUB;56
2019;JUVENILES;FINAL FOUR;SEMIFINAL;2;INTERCONFERENCIA;ALL BOYS BLANCO-NAUTICO BUCHARDO A;1;;ALL BOYS BLANCO;73;NAUTICO BUCHARDO A;80
2019;JUVENILES;FINAL FOUR;SEMIFINAL;2;INTERCONFERENCIA;DEP. MORON BLANCO-DEFENSORES DE BANFIELD;1;;DEP. MORON BLANCO;61;DEFENSORES DE BANFIELD;67
2019;JUVENILES;FINAL FOUR;SEMIFINAL;1;INTERCONFERENCIA;SAN LORENZO AZUL-PLATENSE MARRON;1;;SAN LORENZO AZUL;79;PLATENSE MARRON;68
2019;JUVENILES;FINAL FOUR;SEMIFINAL;1;INTERCONFERENCIA;RACING CLUB-RAMOS MEJIA LTC;1;;RACING CLUB;69;RAMOS MEJIA LTC;63

